nitrogen,potassium,phosphorus,temperature,humidity,moisture,crop,soil_type,fertilizer_name,ph,organic_carbon,region,date,ec,nitrogen_is_zero,nitrogen_was_missing,phosphorus_is_zero,phosphorus_was_missing,potassium_is_zero,potassium_was_missing
15,0,34,36.47,68.04,31.14,Barley,Black,14-35-14,,,,,,0,0,0,0,1,0
13,15,16,29.61,61.46,58.05,Maize,Clayey,20-20,,,,,,0,0,0,0,0,0
11,0,31,32.27,43.73,42.3,Barley,Red,10-26-26,,,,,,0,0,0,0,1,0
35,4,4,32.45,72.32,58.58,Sugarcane,Red,17-17-17,,,,,,0,0,0,0,0,0
27,4,19,30.78,58.79,47.7,Sugarcane,Clayey,DAP,,,,,,0,0,0,0,0,0
14,0,42,34.17,50.98,30.6,Paddy,Black,Urea,,,,,,0,0,0,0,1,0
5,4,34,31.84,70.47,33.25,Paddy,Sandy,DAP,,,,,,0,0,0,0,0,0
41,1,1,32.44,68.93,49.8,Millets,Black,17-17-17,,,,,,0,0,0,0,0,0
11,0,5,29.94,66.26,49.69,Wheat,Clayey,20-20,,,,,,0,0,0,0,1,0
10,15,12,31.34,71.35,48.67,Ground Nuts,Black,20-20,,,,,,0,0,0,0,0,0
33,1,0,34.35,55.97,36.25,Millets,Clayey,20-20,,,,,,0,0,1,0,0,0
38,0,0,37.83,68.34,49.42,Millets,Black,14-35-14,,,,,,0,0,1,0,1,0
3,10,28,24.16,50.01,55.95,Sugarcane,Sandy,28-28,,,,,,0,0,0,0,0,0
26,0,14,30.37,56.03,56.06,Wheat,Red,14-35-14,,,,,,0,0,0,0,1,0
7,4,9,20.52,53.81,70.0,Sugarcane,Black,14-35-14,,,,,,0,0,0,0,0,0
9,0,31,30.38,62.75,49.15,Millets,Loamy,DAP,,,,,,0,0,0,0,1,0
37,0,0,26.95,66.15,29.7,Maize,Clayey,10-26-26,,,,,,0,0,1,0,1,0
17,0,13,30.91,45.69,26.52,Millets,Red,17-17-17,,,,,,0,0,0,0,1,0
14,0,36,33.24,67.96,42.8,Barley,Black,DAP,,,,,,0,0,0,0,1,0
8,2,10,26.61,61.2,31.07,Sugarcane,Loamy,14-35-14,,,,,,0,0,0,0,0,0
19,2,22,29.27,66.25,31.4,Paddy,Loamy,10-26-26,,,,,,0,0,0,0,0,0
9,20,16,20.0,55.62,31.35,Barley,Loamy,17-17-17,,,,,,0,0,0,0,0,0
18,4,23,29.8,56.47,33.35,Wheat,Clayey,28-28,,,,,,0,0,0,0,0,0
18,15,9,22.62,42.74,22.19,Sugarcane,Loamy,14-35-14,,,,,,0,0,0,0,0,0
9,14,10,25.29,46.46,44.88,Millets,Black,Urea,,,,,,0,0,0,0,0,0
37,0,1,32.55,48.07,47.11,Millets,Clayey,28-28,,,,,,0,0,0,0,1,0
13,1,9,32.87,61.85,40.26,Sugarcane,Black,Urea,,,,,,0,0,0,0,0,0
35,4,3,26.11,61.27,51.36,Barley,Black,20-20,,,,,,0,0,0,0,0,0
9,2,25,31.87,60.06,34.29,Barley,Black,28-28,,,,,,0,0,0,0,0,0
43,1,0,32.58,48.15,44.44,Paddy,Loamy,28-28,,,,,,0,0,1,0,0,0
14,0,37,29.57,61.98,37.31,Sugarcane,Clayey,28-28,,,,,,0,0,0,0,1,0
20,2,16,30.64,43.47,43.45,Ground Nuts,Clayey,10-26-26,,,,,,0,0,0,0,0,0
11,0,13,33.81,60.32,39.79,Millets,Loamy,20-20,,,,,,0,0,0,0,1,0
19,1,19,32.19,56.71,42.67,Barley,Clayey,17-17-17,,,,,,0,0,0,0,0,0
6,17,17,27.75,51.19,44.54,Ground Nuts,Red,DAP,,,,,,0,0,0,0,0,0
17,0,21,32.06,56.81,35.82,Sugarcane,Black,14-35-14,,,,,,0,0,0,0,1,0
14,16,10,32.21,61.12,67.23,Paddy,Clayey,10-26-26,,,,,,0,0,0,0,0,0
22,0,14,31.99,66.28,51.34,Maize,Red,DAP,,,,,,0,0,0,0,1,0
39,0,0,39.55,77.65,32.25,Paddy,Sandy,DAP,,,,,,0,0,1,0,1,0
26,0,17,31.1,54.3,49.85,Millets,Sandy,17-17-17,,,,,,0,0,0,0,1,0
13,4,34,36.09,74.92,37.36,Maize,Red,DAP,,,,,,0,0,0,0,0,0
42,0,0,32.41,73.63,40.09,Sugarcane,Loamy,DAP,,,,,,0,0,1,0,1,0
9,0,12,20.41,47.39,70.0,Paddy,Loamy,14-35-14,,,,,,0,0,0,0,1,0
9,12,32,39.16,63.48,44.6,Millets,Black,17-17-17,,,,,,0,0,0,0,0,0
23,0,21,29.43,48.63,56.66,Wheat,Red,17-17-17,,,,,,0,0,0,0,1,0
35,0,1,25.23,48.9,32.37,Paddy,Clayey,20-20,,,,,,0,0,0,0,1,0
13,10,29,26.28,53.62,61.96,Paddy,Loamy,Urea,,,,,,0,0,0,0,0,0
39,0,0,29.07,44.79,38.69,Paddy,Black,DAP,,,,,,0,0,1,0,1,0
13,8,10,27.78,53.53,62.54,Wheat,Black,DAP,,,,,,0,0,0,0,0,0
32,4,0,23.13,50.43,38.07,Paddy,Clayey,28-28,,,,,,0,0,1,0,0,0
26,0,23,27.51,66.12,33.06,Ground Nuts,Clayey,DAP,,,,,,0,0,0,0,1,0
8,1,5,24.77,53.31,26.82,Maize,Sandy,20-20,,,,,,0,0,0,0,0,0
40,3,0,29.73,65.86,46.73,Ground Nuts,Clayey,17-17-17,,,,,,0,0,1,0,0,0
14,0,18,28.3,50.98,67.77,Wheat,Black,DAP,,,,,,0,0,0,0,1,0
14,0,38,35.46,67.95,51.35,Paddy,Loamy,Urea,,,,,,0,0,0,0,1,0
14,3,39,38.51,72.13,44.07,Millets,Sandy,Urea,,,,,,0,0,0,0,0,0
11,10,18,34.03,53.39,46.23,Ground Nuts,Black,Urea,,,,,,0,0,0,0,0,0
26,1,23,34.11,57.79,43.23,Sugarcane,Red,17-17-17,,,,,,0,0,0,0,0,0
1,13,12,23.16,58.93,47.74,Millets,Loamy,28-28,,,,,,0,0,0,0,0,0
34,0,0,30.54,67.81,51.69,Maize,Clayey,Urea,,,,,,0,0,1,0,1,0
20,0,18,29.77,67.26,46.16,Ground Nuts,Sandy,10-26-26,,,,,,0,0,0,0,1,0
17,0,39,28.57,63.78,31.25,Paddy,Black,Urea,,,,,,0,0,0,0,1,0
36,0,0,40.0,78.33,45.34,Maize,Black,DAP,,,,,,0,0,1,0,1,0
9,5,30,28.38,52.69,45.92,Ground Nuts,Sandy,DAP,,,,,,0,0,0,0,0,0
15,16,10,25.14,49.84,20.0,Maize,Black,10-26-26,,,,,,0,0,0,0,0,0
10,4,4,28.16,54.87,44.86,Ground Nuts,Clayey,14-35-14,,,,,,0,0,0,0,0,0
38,0,3,32.63,54.58,41.18,Paddy,Clayey,28-28,,,,,,0,0,0,0,1,0
9,1,16,27.1,58.81,28.94,Maize,Sandy,17-17-17,,,,,,0,0,0,0,0,0
19,0,18,31.7,56.91,48.75,Maize,Black,17-17-17,,,,,,0,0,0,0,1,0
7,14,16,33.32,59.59,41.45,Wheat,Red,10-26-26,,,,,,0,0,0,0,0,0
10,1,37,29.49,61.99,38.54,Barley,Clayey,28-28,,,,,,0,0,0,0,0,0
5,6,23,37.73,78.44,43.81,Maize,Loamy,DAP,,,,,,0,0,0,0,0,0
10,0,43,32.28,57.19,36.23,Wheat,Red,10-26-26,,,,,,0,0,0,0,1,0
10,2,10,32.34,69.02,43.22,Barley,Red,17-17-17,,,,,,0,0,0,0,0,0
12,10,8,30.69,61.53,44.72,Barley,Sandy,17-17-17,,,,,,0,0,0,0,0,0
40,0,1,30.82,55.95,70.0,Wheat,Loamy,10-26-26,,,,,,0,0,0,0,1,0
40,0,3,34.65,70.51,57.0,Ground Nuts,Black,28-28,,,,,,0,0,0,0,1,0
11,9,18,30.43,70.25,53.78,Maize,Red,17-17-17,,,,,,0,0,0,0,0,0
13,13,13,22.87,45.11,21.74,Sugarcane,Black,DAP,,,,,,0,0,0,0,0,0
6,0,12,22.79,48.84,56.1,Paddy,Black,Urea,,,,,,0,0,0,0,1,0
14,0,37,26.32,63.21,69.24,Maize,Red,17-17-17,,,,,,0,0,0,0,1,0
13,9,35,31.25,69.0,50.68,Maize,Sandy,17-17-17,,,,,,0,0,0,0,0,0
8,15,20,31.95,57.54,27.63,Millets,Loamy,17-17-17,,,,,,0,0,0,0,0,0
8,17,18,27.03,63.0,44.8,Maize,Loamy,DAP,,,,,,0,0,0,0,0,0
8,1,42,39.45,77.38,41.31,Ground Nuts,Red,10-26-26,,,,,,0,0,0,0,0,0
9,7,25,27.13,53.92,67.62,Ground Nuts,Black,Urea,,,,,,0,0,0,0,0,0
9,0,32,31.83,61.48,51.62,Barley,Clayey,14-35-14,,,,,,0,0,0,0,1,0
6,0,9,21.37,57.03,60.02,Millets,Sandy,17-17-17,,,,,,0,0,0,0,1,0
12,3,29,28.78,45.41,33.28,Millets,Red,17-17-17,,,,,,0,0,0,0,0,0
13,6,33,33.44,67.72,40.98,Maize,Loamy,DAP,,,,,,0,0,0,0,0,0
21,1,17,28.65,63.42,42.26,Wheat,Loamy,10-26-26,,,,,,0,0,0,0,0,0
37,0,4,28.31,57.46,30.33,Millets,Sandy,14-35-14,,,,,,0,0,0,0,1,0
36,0,0,24.68,49.73,57.68,Ground Nuts,Black,17-17-17,,,,,,0,0,1,0,1,0
18,0,21,23.48,47.26,34.88,Ground Nuts,Loamy,Urea,,,,,,0,0,0,0,1,0
13,17,16,24.87,66.48,38.24,Barley,Black,17-17-17,,,,,,0,0,0,0,0,0
23,0,13,33.9,64.42,47.41,Millets,Sandy,28-28,,,,,,0,0,0,0,1,0
40,3,0,29.68,61.79,25.12,Wheat,Loamy,20-20,,,,,,0,0,1,0,0,0
44,0,3,30.88,47.99,36.9,Ground Nuts,Sandy,DAP,,,,,,0,0,0,0,1,0
20,0,21,23.28,50.87,49.11,Paddy,Clayey,10-26-26,,,,,,0,0,0,0,1,0
23,4,14,25.46,51.66,35.48,Sugarcane,Clayey,17-17-17,,,,,,0,0,0,0,0,0
7,9,27,31.97,56.88,44.52,Ground Nuts,Sandy,10-26-26,,,,,,0,0,0,0,0,0
42,0,0,29.41,52.2,37.85,Wheat,Clayey,28-28,,,,,,0,0,1,0,1,0
11,0,40,33.14,53.67,35.54,Wheat,Loamy,DAP,,,,,,0,0,0,0,1,0
7,12,25,34.04,51.83,35.12,Maize,Loamy,10-26-26,,,,,,0,0,0,0,0,0
45,4,2,29.59,69.84,47.02,Ground Nuts,Sandy,DAP,,,,,,0,0,0,0,0,0
9,17,15,21.86,61.37,27.44,Millets,Clayey,10-26-26,,,,,,0,0,0,0,0,0
9,0,35,28.8,55.76,35.61,Ground Nuts,Loamy,20-20,,,,,,0,0,0,0,1,0
10,0,13,28.73,63.67,33.14,Paddy,Loamy,17-17-17,,,,,,0,0,0,0,1,0
14,3,19,28.11,45.22,66.38,Maize,Red,DAP,,,,,,0,0,0,0,0,0
10,14,25,24.63,51.74,20.0,Paddy,Loamy,17-17-17,,,,,,0,0,0,0,0,0
38,0,1,24.23,60.39,25.34,Barley,Loamy,DAP,,,,,,0,0,0,0,1,0
6,1,14,31.94,53.5,34.06,Wheat,Black,17-17-17,,,,,,0,0,0,0,0,0
10,0,4,32.9,54.1,49.07,Wheat,Black,Urea,,,,,,0,0,0,0,1,0
8,3,38,38.9,76.36,23.34,Ground Nuts,Black,10-26-26,,,,,,0,0,0,0,0,0
23,3,23,30.71,61.75,42.85,Maize,Loamy,14-35-14,,,,,,0,0,0,0,0,0
7,0,39,33.76,64.28,62.87,Millets,Sandy,17-17-17,,,,,,0,0,0,0,1,0
5,0,9,27.86,67.32,40.15,Sugarcane,Clayey,17-17-17,,,,,,0,0,0,0,1,0
10,0,6,28.44,56.96,55.12,Paddy,Black,28-28,,,,,,0,0,0,0,1,0
15,4,34,29.24,46.88,44.55,Barley,Black,20-20,,,,,,0,0,0,0,0,0
21,0,13,33.89,67.27,44.73,Sugarcane,Clayey,10-26-26,,,,,,0,0,0,0,1,0
20,0,22,33.05,61.26,28.59,Millets,Black,14-35-14,,,,,,0,0,0,0,1,0
15,0,44,27.83,50.75,31.94,Paddy,Red,14-35-14,,,,,,0,0,0,0,1,0
15,4,31,25.88,42.06,48.59,Maize,Black,10-26-26,,,,,,0,0,0,0,0,0
17,0,36,37.68,64.53,62.03,Millets,Clayey,DAP,,,,,,0,0,0,0,1,0
36,0,2,35.76,52.2,41.09,Maize,Sandy,10-26-26,,,,,,0,0,0,0,1,0
26,0,18,34.33,54.12,42.26,Maize,Sandy,10-26-26,,,,,,0,0,0,0,1,0
36,0,0,22.92,51.28,23.58,Millets,Clayey,14-35-14,,,,,,0,0,1,0,1,0
42,2,2,31.27,50.14,42.65,Barley,Red,DAP,,,,,,0,0,0,0,0,0
10,0,10,27.0,58.9,67.14,Paddy,Red,Urea,,,,,,0,0,0,0,1,0
7,13,19,21.33,53.57,55.5,Millets,Clayey,DAP,,,,,,0,0,0,0,0,0
33,0,0,37.75,58.35,37.82,Wheat,Red,Urea,,,,,,0,0,1,0,1,0
8,4,13,35.21,73.16,48.0,Sugarcane,Black,28-28,,,,,,0,0,0,0,0,0
6,11,28,29.75,56.27,31.85,Barley,Loamy,20-20,,,,,,0,0,0,0,0,0
25,0,14,23.77,54.99,41.64,Maize,Clayey,10-26-26,,,,,,0,0,0,0,1,0
21,0,27,34.64,54.07,50.89,Maize,Black,Urea,,,,,,0,0,0,0,1,0
22,1,20,31.77,48.2,49.79,Millets,Clayey,20-20,,,,,,0,0,0,0,0,0
26,0,24,32.98,66.5,41.35,Paddy,Clayey,Urea,,,,,,0,0,0,0,1,0
12,0,11,26.24,54.1,38.98,Millets,Loamy,20-20,,,,,,0,0,0,0,1,0
9,15,19,24.49,60.36,22.61,Millets,Black,DAP,,,,,,0,0,0,0,0,0
42,4,0,25.3,58.41,32.96,Maize,Loamy,20-20,,,,,,0,0,1,0,0,0
13,3,37,32.61,72.07,32.62,Millets,Clayey,14-35-14,,,,,,0,0,0,0,0,0
9,0,14,26.98,44.04,66.35,Paddy,Clayey,Urea,,,,,,0,0,0,0,1,0
43,0,4,26.08,46.32,70.0,Paddy,Sandy,28-28,,,,,,0,0,0,0,1,0
15,4,38,23.46,44.89,36.24,Paddy,Black,28-28,,,,,,0,0,0,0,0,0
3,19,21,32.61,54.03,34.38,Wheat,Loamy,20-20,,,,,,0,0,0,0,0,0
20,4,24,22.73,57.96,38.9,Barley,Red,Urea,,,,,,0,0,0,0,0,0
11,8,32,35.43,75.29,47.09,Barley,Clayey,14-35-14,,,,,,0,0,0,0,0,0
32,1,2,28.69,57.93,30.03,Sugarcane,Sandy,17-17-17,,,,,,0,0,0,0,0,0
11,0,10,31.97,74.57,25.98,Wheat,Loamy,20-20,,,,,,0,0,0,0,1,0
14,18,13,38.94,72.08,57.52,Maize,Black,14-35-14,,,,,,0,0,0,0,0,0
24,3,19,27.52,45.64,50.85,Wheat,Black,17-17-17,,,,,,0,0,0,0,0,0
38,2,0,34.18,74.74,50.05,Maize,Red,10-26-26,,,,,,0,0,1,0,0,0
21,1,20,36.35,71.25,37.03,Millets,Sandy,17-17-17,,,,,,0,0,0,0,0,0
9,0,38,29.98,53.76,60.3,Millets,Loamy,17-17-17,,,,,,0,0,0,0,1,0
35,2,0,22.47,54.03,32.7,Ground Nuts,Clayey,10-26-26,,,,,,0,0,1,0,0,0
17,0,37,29.13,67.3,34.87,Paddy,Black,28-28,,,,,,0,0,0,0,1,0
17,0,11,30.91,69.94,41.75,Maize,Sandy,10-26-26,,,,,,0,0,0,0,1,0
18,4,28,28.89,56.51,48.61,Maize,Clayey,17-17-17,,,,,,0,0,0,0,0,0
16,0,40,28.99,60.36,45.61,Sugarcane,Black,28-28,,,,,,0,0,0,0,1,0
13,3,37,38.55,59.74,67.6,Barley,Red,20-20,,,,,,0,0,0,0,0,0
5,5,24,28.95,61.0,49.42,Paddy,Sandy,10-26-26,,,,,,0,0,0,0,0,0
38,0,2,22.06,53.64,62.43,Millets,Sandy,Urea,,,,,,0,0,0,0,1,0
10,17,21,29.9,50.37,36.94,Maize,Red,14-35-14,,,,,,0,0,0,0,0,0
40,0,4,40.0,69.31,59.57,Wheat,Sandy,DAP,,,,,,0,0,0,0,1,0
31,2,0,32.76,51.56,45.73,Ground Nuts,Sandy,DAP,,,,,,0,0,1,0,0,0
21,0,18,20.58,55.92,31.05,Ground Nuts,Loamy,14-35-14,,,,,,0,0,0,0,1,0
22,1,18,21.55,53.17,35.77,Paddy,Red,DAP,,,,,,0,0,0,0,0,0
16,0,36,27.38,50.41,31.84,Paddy,Clayey,17-17-17,,,,,,0,0,0,0,1,0
12,10,31,24.4,57.91,27.16,Millets,Loamy,DAP,,,,,,0,0,0,0,0,0
3,17,13,32.6,54.47,50.6,Sugarcane,Clayey,20-20,,,,,,0,0,0,0,0,0
10,16,12,30.3,52.93,55.68,Ground Nuts,Loamy,14-35-14,,,,,,0,0,0,0,0,0
4,9,33,36.87,57.57,45.09,Wheat,Clayey,17-17-17,,,,,,0,0,0,0,0,0
2,21,13,34.86,62.76,36.35,Wheat,Red,28-28,,,,,,0,0,0,0,0,0
44,0,0,35.65,71.86,53.99,Barley,Loamy,14-35-14,,,,,,0,0,1,0,1,0
25,0,22,30.31,50.43,35.53,Maize,Clayey,28-28,,,,,,0,0,0,0,1,0
9,0,6,25.23,48.47,57.13,Wheat,Red,14-35-14,,,,,,0,0,0,0,1,0
10,0,5,26.81,65.88,59.33,Millets,Loamy,20-20,,,,,,0,0,0,0,1,0
2,7,27,38.19,61.79,70.0,Sugarcane,Loamy,20-20,,,,,,0,0,0,0,0,0
6,9,36,33.87,62.52,61.81,Millets,Sandy,10-26-26,,,,,,0,0,0,0,0,0
5,8,33,28.87,57.72,46.25,Sugarcane,Clayey,28-28,,,,,,0,0,0,0,0,0
37,0,0,26.86,48.06,41.76,Maize,Sandy,14-35-14,,,,,,0,0,1,0,1,0
17,3,35,35.24,56.8,37.98,Ground Nuts,Red,28-28,,,,,,0,0,0,0,0,0
17,13,16,35.85,63.92,50.71,Barley,Loamy,14-35-14,,,,,,0,0,0,0,0,0
12,0,9,29.78,70.86,33.51,Ground Nuts,Clayey,20-20,,,,,,0,0,0,0,1,0
17,18,10,21.61,58.34,25.13,Maize,Clayey,17-17-17,,,,,,0,0,0,0,0,0
34,1,4,24.76,43.52,35.03,Ground Nuts,Sandy,17-17-17,,,,,,0,0,0,0,0,0
4,8,30,32.3,57.5,28.11,Ground Nuts,Black,17-17-17,,,,,,0,0,0,0,0,0
39,4,3,28.84,56.24,54.54,Maize,Loamy,DAP,,,,,,0,0,0,0,0,0
17,4,22,34.15,64.07,42.61,Barley,Clayey,20-20,,,,,,0,0,0,0,0,0
21,0,26,34.1,59.07,37.26,Paddy,Red,14-35-14,,,,,,0,0,0,0,1,0
42,3,1,29.23,57.13,41.46,Maize,Red,20-20,,,,,,0,0,0,0,0,0
11,5,25,32.1,61.91,33.02,Ground Nuts,Loamy,10-26-26,,,,,,0,0,0,0,0,0
15,0,11,30.83,43.14,58.64,Wheat,Black,DAP,,,,,,0,0,0,0,1,0
21,0,19,29.28,64.36,38.44,Wheat,Black,28-28,,,,,,0,0,0,0,1,0
40,0,0,29.51,61.2,48.69,Wheat,Loamy,17-17-17,,,,,,0,0,1,0,1,0
35,3,0,33.16,68.18,27.27,Maize,Loamy,Urea,,,,,,0,0,1,0,0,0
16,0,37,38.57,69.47,35.76,Ground Nuts,Sandy,DAP,,,,,,0,0,0,0,1,0
14,0,35,34.75,70.91,33.64,Maize,Clayey,20-20,,,,,,0,0,0,0,1,0
15,15,20,25.52,57.37,36.07,Paddy,Sandy,28-28,,,,,,0,0,0,0,0,0
14,2,12,27.58,60.64,42.28,Wheat,Loamy,DAP,,,,,,0,0,0,0,0,0
3,13,31,33.06,73.54,63.25,Sugarcane,Red,14-35-14,,,,,,0,0,0,0,0,0
35,3,0,30.98,60.43,34.78,Millets,Clayey,DAP,,,,,,0,0,1,0,0,0
33,0,3,38.1,74.1,66.48,Sugarcane,Loamy,17-17-17,,,,,,0,0,0,0,1,0
10,0,14,25.92,63.87,37.41,Sugarcane,Red,10-26-26,,,,,,0,0,0,0,1,0
8,16,18,29.23,61.98,39.5,Sugarcane,Loamy,14-35-14,,,,,,0,0,0,0,0,0
18,3,24,34.0,59.81,36.57,Wheat,Sandy,DAP,,,,,,0,0,0,0,0,0
12,10,11,31.81,58.06,49.03,Wheat,Black,Urea,,,,,,0,0,0,0,0,0
10,4,6,31.1,60.2,37.11,Maize,Clayey,20-20,,,,,,0,0,0,0,0,0
31,0,0,26.7,56.64,48.14,Barley,Black,20-20,,,,,,0,0,1,0,1,0
14,2,42,32.35,63.16,38.72,Barley,Red,28-28,,,,,,0,0,0,0,0,0
41,1,3,36.03,64.38,52.82,Barley,Sandy,10-26-26,,,,,,0,0,0,0,0,0
27,0,25,33.45,73.71,34.17,Ground Nuts,Clayey,28-28,,,,,,0,0,0,0,1,0
15,1,31,26.83,55.99,70.0,Ground Nuts,Black,28-28,,,,,,0,0,0,0,0,0
38,1,3,37.23,57.81,35.92,Sugarcane,Red,Urea,,,,,,0,0,0,0,0,0
14,2,42,37.91,67.79,65.15,Ground Nuts,Loamy,17-17-17,,,,,,0,0,0,0,0,0
10,5,25,34.3,69.48,20.0,Millets,Black,17-17-17,,,,,,0,0,0,0,0,0
38,0,3,30.74,57.16,66.9,Sugarcane,Sandy,20-20,,,,,,0,0,0,0,1,0
15,0,34,24.54,66.05,39.14,Paddy,Black,20-20,,,,,,0,0,0,0,1,0
15,4,42,34.76,60.13,44.36,Millets,Sandy,17-17-17,,,,,,0,0,0,0,0,0
13,11,28,25.47,55.49,58.13,Sugarcane,Loamy,28-28,,,,,,0,0,0,0,0,0
12,4,12,27.35,62.5,42.01,Ground Nuts,Sandy,14-35-14,,,,,,0,0,0,0,0,0
38,3,0,28.11,55.71,25.36,Maize,Clayey,14-35-14,,,,,,0,0,1,0,0,0
21,0,26,33.96,48.63,35.77,Ground Nuts,Sandy,DAP,,,,,,0,0,0,0,1,0
4,0,16,33.0,54.95,39.38,Millets,Loamy,DAP,,,,,,0,0,0,0,1,0
15,0,13,32.06,61.93,57.19,Millets,Clayey,Urea,,,,,,0,0,0,0,1,0
38,1,2,31.63,59.15,26.89,Paddy,Black,14-35-14,,,,,,0,0,0,0,0,0
3,6,33,35.34,74.07,53.44,Ground Nuts,Loamy,Urea,,,,,,0,0,0,0,0,0
19,0,16,33.25,55.48,47.7,Millets,Sandy,17-17-17,,,,,,0,0,0,0,1,0
2,19,21,30.72,66.14,20.0,Millets,Red,17-17-17,,,,,,0,0,0,0,0,0
9,0,42,22.18,48.97,24.49,Maize,Clayey,DAP,,,,,,0,0,0,0,1,0
34,2,0,21.2,48.29,57.03,Barley,Sandy,10-26-26,,,,,,0,0,1,0,0,0
5,19,24,30.81,47.67,38.48,Sugarcane,Sandy,Urea,,,,,,0,0,0,0,0,0
41,1,2,29.47,59.62,31.33,Sugarcane,Red,10-26-26,,,,,,0,0,0,0,0,0
33,2,0,28.52,63.14,37.44,Paddy,Black,Urea,,,,,,0,0,1,0,0,0
34,0,0,37.46,62.66,42.24,Millets,Clayey,Urea,,,,,,0,0,1,0,1,0
38,0,0,24.64,58.38,63.27,Maize,Loamy,20-20,,,,,,0,0,1,0,1,0
15,0,40,40.0,77.27,38.47,Millets,Red,17-17-17,,,,,,0,0,0,0,1,0
17,0,17,22.31,49.61,31.26,Wheat,Black,DAP,,,,,,0,0,0,0,1,0
41,0,0,29.54,59.13,40.66,Sugarcane,Loamy,17-17-17,,,,,,0,0,1,0,1,0
6,10,13,35.59,59.08,70.0,Barley,Black,DAP,,,,,,0,0,0,0,0,0
7,3,39,33.48,58.65,32.9,Sugarcane,Loamy,28-28,,,,,,0,0,0,0,0,0
14,4,40,40.0,66.7,69.57,Ground Nuts,Red,28-28,,,,,,0,0,0,0,0,0
15,0,8,30.89,58.66,49.31,Ground Nuts,Loamy,14-35-14,,,,,,0,0,0,0,1,0
8,0,35,28.31,43.74,42.46,Ground Nuts,Red,20-20,,,,,,0,0,0,0,1,0
7,4,27,24.14,51.65,39.68,Sugarcane,Black,14-35-14,,,,,,0,0,0,0,0,0
35,1,2,24.67,47.76,26.37,Millets,Loamy,10-26-26,,,,,,0,0,0,0,0,0
13,0,36,27.74,65.66,67.85,Millets,Loamy,17-17-17,,,,,,0,0,0,0,1,0
15,16,7,27.83,41.06,29.89,Sugarcane,Sandy,Urea,,,,,,0,0,0,0,0,0
21,0,19,27.57,47.43,38.87,Sugarcane,Red,20-20,,,,,,0,0,0,0,1,0
14,0,10,32.25,51.79,35.69,Millets,Black,DAP,,,,,,0,0,0,0,1,0
22,0,15,33.02,48.8,52.02,Ground Nuts,Clayey,28-28,,,,,,0,0,0,0,1,0
19,0,13,30.68,54.7,40.85,Maize,Black,DAP,,,,,,0,0,0,0,1,0
16,1,40,30.56,60.51,28.79,Wheat,Red,20-20,,,,,,0,0,0,0,0,0
35,0,0,29.22,49.26,33.55,Wheat,Red,28-28,,,,,,0,0,1,0,1,0
5,7,27,32.64,67.85,32.04,Maize,Loamy,17-17-17,,,,,,0,0,0,0,0,0
18,1,40,29.75,58.55,65.87,Barley,Clayey,10-26-26,,,,,,0,0,0,0,0,0
11,14,10,27.58,64.9,58.56,Ground Nuts,Red,20-20,,,,,,0,0,0,0,0,0
35,0,4,30.12,64.91,33.26,Millets,Sandy,20-20,,,,,,0,0,0,0,1,0
1,21,19,28.43,63.69,37.41,Millets,Sandy,17-17-17,,,,,,0,0,0,0,0,0
31,0,0,26.62,61.65,36.08,Paddy,Loamy,20-20,,,,,,0,0,1,0,1,0
10,2,41,33.94,57.36,51.49,Millets,Clayey,20-20,,,,,,0,0,0,0,0,0
12,3,37,33.34,65.67,58.35,Millets,Black,17-17-17,,,,,,0,0,0,0,0,0
13,0,36,33.37,65.55,45.17,Paddy,Red,20-20,,,,,,0,0,0,0,1,0
10,14,24,29.21,57.9,34.9,Barley,Red,Urea,,,,,,0,0,0,0,0,0
11,16,15,33.39,63.67,59.26,Maize,Black,17-17-17,,,,,,0,0,0,0,0,0
42,0,1,30.47,61.98,21.87,Millets,Black,DAP,,,,,,0,0,0,0,1,0
12,0,12,24.6,59.94,58.54,Barley,Black,17-17-17,,,,,,0,0,0,0,1,0
1,18,14,32.18,53.01,45.88,Barley,Sandy,DAP,,,,,,0,0,0,0,0,0
9,3,16,26.48,61.28,57.82,Sugarcane,Sandy,10-26-26,,,,,,0,0,0,0,0,0
38,0,2,37.39,69.61,67.14,Millets,Red,20-20,,,,,,0,0,0,0,1,0
14,3,16,38.64,74.69,33.53,Sugarcane,Sandy,Urea,,,,,,0,0,0,0,0,0
45,0,0,31.44,62.56,39.08,Paddy,Red,20-20,,,,,,0,0,1,0,1,0
6,12,14,33.19,59.66,56.19,Paddy,Loamy,14-35-14,,,,,,0,0,0,0,0,0
38,0,0,27.12,47.82,58.64,Sugarcane,Clayey,Urea,,,,,,0,0,1,0,1,0
27,0,20,26.4,65.58,44.9,Maize,Sandy,Urea,,,,,,0,0,0,0,1,0
16,0,42,30.34,57.74,34.86,Millets,Red,DAP,,,,,,0,0,0,0,1,0
23,0,24,27.05,53.84,37.54,Maize,Black,14-35-14,,,,,,0,0,0,0,1,0
13,6,14,28.09,53.58,27.41,Ground Nuts,Loamy,28-28,,,,,,0,0,0,0,0,0
19,3,24,36.19,70.05,26.41,Wheat,Black,14-35-14,,,,,,0,0,0,0,0,0
13,0,16,27.86,44.14,58.37,Barley,Black,14-35-14,,,,,,0,0,0,0,1,0
5,0,14,28.03,42.81,70.0,Sugarcane,Black,10-26-26,,,,,,0,0,0,0,1,0
