Nitrogen,Potassium,Phosphorous,Temparature,Humidity,Moisture,Crop Type,soil_type,fertilizer_name
14,0,40,36.51,58.06,51.75,Pulses,Loamy,DAP
4,0,16,33.0,54.95,39.38,Millets,Loamy,DAP
44,2,0,24.16,49.21,39.12,Tobacco,Loamy,10-26-26
15,0,13,32.06,61.93,57.19,Millets,Clayey,Urea
38,1,2,31.63,59.15,26.89,Paddy,Black,14-35-14
3,6,33,35.34,74.07,53.44,Ground Nuts,Loamy,Urea
38,0,0,29.35,50.79,33.69,Cotton,Loamy,20-20
19,0,16,33.25,55.48,47.7,Millets,Sandy,17-17-17
14,0,36,30.75,58.05,65.23,Cotton,Red,Urea
2,19,21,30.72,66.14,20.0,Millets,Red,17-17-17
9,0,42,22.18,48.97,24.49,Maize,Clayey,DAP
9,12,29,33.14,62.56,26.19,Oil seeds,Sandy,Urea
34,2,0,21.2,48.29,57.03,Barley,Sandy,10-26-26
10,12,11,28.41,58.76,58.06,Oil seeds,Red,14-35-14
8,0,11,22.68,56.76,68.02,Cotton,Black,10-26-26
42,2,4,37.59,56.26,44.68,Tobacco,Red,28-28
5,19,24,30.81,47.67,38.48,Sugarcane,Sandy,Urea
23,1,25,31.48,59.28,37.95,Pulses,Black,14-35-14
41,1,2,29.47,59.62,31.33,Sugarcane,Red,10-26-26
33,2,0,28.52,63.14,37.44,Paddy,Black,Urea
34,0,0,37.46,62.66,42.24,Millets,Clayey,Urea
38,0,0,24.64,58.38,63.27,Maize,Loamy,20-20
15,0,40,40.0,77.27,38.47,Millets,Red,17-17-17
17,0,17,22.31,49.61,31.26,Wheat,Black,DAP
41,0,0,29.54,59.13,40.66,Sugarcane,Loamy,17-17-17
6,10,13,35.59,59.08,70.0,Barley,Black,DAP
6,14,17,33.9,62.16,47.51,Pulses,Sandy,DAP
10,19,13,34.54,58.84,53.98,Tobacco,Black,28-28
7,3,39,33.48,58.65,32.9,Sugarcane,Loamy,28-28
19,0,42,34.99,75.44,53.77,Oil seeds,Loamy,20-20
14,4,40,40.0,66.7,69.57,Ground Nuts,Red,28-28
17,4,44,26.37,52.2,36.71,Cotton,Loamy,14-35-14
15,0,8,30.89,58.66,49.31,Ground Nuts,Loamy,14-35-14
8,0,35,28.31,43.74,42.46,Ground Nuts,Red,20-20
7,4,27,24.14,51.65,39.68,Sugarcane,Black,14-35-14
35,1,2,24.67,47.76,26.37,Millets,Loamy,10-26-26
16,2,21,23.6,55.67,40.76,Pulses,Black,20-20
13,0,36,27.74,65.66,67.85,Millets,Loamy,17-17-17
15,16,7,27.83,41.06,29.89,Sugarcane,Sandy,Urea
13,15,11,28.66,64.42,38.34,Oil seeds,Black,28-28
21,0,19,27.57,47.43,38.87,Sugarcane,Red,20-20
14,0,10,32.25,51.79,35.69,Millets,Black,DAP
22,0,15,33.02,48.8,52.02,Ground Nuts,Clayey,28-28
19,0,13,30.68,54.7,40.85,Maize,Black,DAP
16,1,40,30.56,60.51,28.79,Wheat,Red,20-20
7,12,27,25.84,60.68,34.82,Cotton,Sandy,14-35-14
43,0,0,34.57,55.7,53.44,Oil seeds,Clayey,14-35-14
24,0,22,26.71,55.16,44.94,Cotton,Red,10-26-26
11,0,13,22.88,46.03,22.86,Oil seeds,Black,28-28
12,7,36,33.69,55.35,60.53,Oil seeds,Black,10-26-26
35,0,0,29.22,49.26,33.55,Wheat,Red,28-28
5,7,27,32.64,67.85,32.04,Maize,Loamy,17-17-17
6,22,13,25.17,47.0,37.3,Tobacco,Black,10-26-26
16,0,7,30.7,57.61,50.29,Oil seeds,Black,Urea
18,1,40,29.75,58.55,65.87,Barley,Clayey,10-26-26
11,14,10,27.58,64.9,58.56,Ground Nuts,Red,20-20
35,0,4,30.12,64.91,33.26,Millets,Sandy,20-20
1,21,19,28.43,63.69,37.41,Millets,Sandy,17-17-17
31,0,0,26.62,61.65,36.08,Paddy,Loamy,20-20
10,2,41,33.94,57.36,51.49,Millets,Clayey,20-20
12,3,37,33.34,65.67,58.35,Millets,Black,17-17-17
6,0,16,31.03,54.07,57.8,Cotton,Black,28-28
2,6,25,32.8,73.72,52.98,Pulses,Clayey,Urea
13,0,36,33.37,65.55,45.17,Paddy,Red,20-20
13,0,5,26.13,55.73,53.35,Oil seeds,Red,Urea
10,14,24,29.21,57.9,34.9,Barley,Red,Urea
11,16,15,33.39,63.67,59.26,Maize,Black,17-17-17
42,0,1,30.47,61.98,21.87,Millets,Black,DAP
12,0,12,24.6,59.94,58.54,Barley,Black,17-17-17
1,18,14,32.18,53.01,45.88,Barley,Sandy,DAP
9,3,16,26.48,61.28,57.82,Sugarcane,Sandy,10-26-26
23,0,28,33.16,63.11,53.91,Pulses,Sandy,10-26-26
38,0,2,37.39,69.61,67.14,Millets,Red,20-20
14,3,16,38.64,74.69,33.53,Sugarcane,Sandy,Urea
11,0,38,22.93,59.18,36.33,Pulses,Loamy,17-17-17
45,0,0,31.44,62.56,39.08,Paddy,Red,20-20
9,6,29,25.6,66.44,64.99,Tobacco,Clayey,DAP
6,12,14,33.19,59.66,56.19,Paddy,Loamy,14-35-14
38,0,0,27.12,47.82,58.64,Sugarcane,Clayey,Urea
24,0,16,28.19,51.2,44.38,Cotton,Clayey,14-35-14
6,11,32,31.97,58.34,59.73,Cotton,Red,DAP
41,0,3,34.13,65.02,35.68,Cotton,Black,DAP
27,0,20,26.4,65.58,44.9,Maize,Sandy,Urea
39,3,0,37.03,63.45,39.53,Cotton,Red,20-20
20,2,26,21.34,54.69,39.42,Pulses,Red,14-35-14
16,0,42,30.34,57.74,34.86,Millets,Red,DAP
23,0,24,27.05,53.84,37.54,Maize,Black,14-35-14
13,6,14,28.09,53.58,27.41,Ground Nuts,Loamy,28-28
19,3,24,36.19,70.05,26.41,Wheat,Black,14-35-14
13,0,16,27.86,44.14,58.37,Barley,Black,14-35-14
31,0,2,26.41,56.89,37.25,Oil seeds,Loamy,17-17-17
5,0,14,28.03,42.81,70.0,Sugarcane,Black,10-26-26
17,13,14,29.21,57.22,49.29,Paddy,Clayey,14-35-14
15,0,39,37.56,66.53,37.17,Sugarcane,Black,14-35-14
26,0,17,35.57,69.22,38.56,Tobacco,Clayey,28-28
17,2,42,34.43,59.77,62.97,Cotton,Red,14-35-14
35,0,3,31.27,43.49,37.61,Barley,Loamy,14-35-14
6,20,16,25.82,61.11,39.24,Barley,Red,17-17-17
36,0,0,26.5,45.75,61.25,Millets,Red,DAP
10,0,6,34.03,60.39,43.18,Sugarcane,Loamy,10-26-26
6,2,11,28.01,50.4,61.19,Millets,Red,DAP
14,3,35,28.67,55.39,64.88,Oil seeds,Clayey,17-17-17
39,0,0,30.47,67.64,60.18,Cotton,Red,17-17-17
8,9,11,29.93,66.3,55.91,Cotton,Black,DAP
7,9,32,30.69,60.36,64.89,Barley,Loamy,17-17-17
13,0,37,30.92,49.97,58.06,Tobacco,Loamy,Urea
18,13,13,28.21,57.45,20.0,Pulses,Sandy,DAP
15,17,18,27.18,64.47,30.84,Paddy,Red,20-20
11,15,11,21.63,57.62,34.24,Maize,Sandy,20-20
12,3,36,30.78,61.89,28.42,Millets,Clayey,DAP
10,4,11,27.05,50.42,42.32,Paddy,Clayey,17-17-17
13,12,25,31.18,47.51,35.51,Wheat,Red,17-17-17
9,0,12,31.88,56.55,43.06,Cotton,Loamy,DAP
17,2,28,31.35,62.93,34.02,Barley,Clayey,14-35-14
13,0,14,30.99,59.97,63.35,Wheat,Red,DAP
42,0,0,32.83,55.64,40.91,Tobacco,Loamy,14-35-14
7,19,12,33.9,50.25,20.0,Millets,Red,10-26-26
13,3,33,24.38,50.13,34.67,Cotton,Clayey,28-28
44,0,0,31.49,58.29,37.49,Millets,Clayey,14-35-14
31,1,4,31.93,53.26,30.3,Wheat,Clayey,DAP
25,0,16,33.75,70.86,30.19,Tobacco,Loamy,10-26-26
9,13,23,36.49,72.03,52.71,Wheat,Red,17-17-17
5,3,32,33.91,50.88,53.37,Paddy,Red,Urea
10,19,18,40.0,76.4,57.23,Sugarcane,Red,14-35-14
4,3,33,32.12,76.73,34.45,Wheat,Black,Urea
23,0,24,24.06,53.06,37.08,Sugarcane,Sandy,28-28
5,10,31,25.5,53.43,42.85,Tobacco,Red,17-17-17
13,0,41,34.0,59.76,27.52,Maize,Black,DAP
10,4,12,22.5,58.83,39.36,Oil seeds,Red,Urea
38,0,3,38.66,60.15,57.58,Millets,Sandy,DAP
9,7,28,33.03,59.23,50.06,Cotton,Sandy,17-17-17
10,1,10,27.05,53.34,70.0,Ground Nuts,Loamy,28-28
16,0,5,27.27,62.47,57.15,Millets,Clayey,DAP
5,14,11,29.07,56.52,53.78,Cotton,Clayey,Urea
37,4,0,38.17,66.45,68.55,Cotton,Loamy,Urea
18,3,20,28.13,55.71,50.38,Cotton,Clayey,14-35-14
11,0,40,32.56,62.62,56.5,Maize,Clayey,DAP
34,2,1,30.84,47.62,28.08,Millets,Red,Urea
6,11,32,30.98,64.17,26.26,Ground Nuts,Red,20-20
15,0,36,25.27,52.33,20.33,Tobacco,Loamy,20-20
1,14,12,29.51,47.21,49.01,Wheat,Clayey,DAP
41,0,4,38.59,68.57,31.88,Paddy,Loamy,14-35-14
38,0,4,33.01,56.62,38.75,Pulses,Sandy,17-17-17
20,2,20,29.94,54.58,36.36,Cotton,Sandy,10-26-26
35,1,1,28.42,68.97,38.11,Barley,Sandy,20-20
17,0,8,31.81,62.69,55.11,Barley,Sandy,14-35-14
21,0,26,28.06,49.09,36.0,Ground Nuts,Clayey,28-28
25,0,18,32.09,67.57,37.6,Sugarcane,Loamy,10-26-26
11,2,37,30.4,73.93,50.87,Cotton,Clayey,DAP
12,0,33,31.37,61.56,36.38,Oil seeds,Clayey,20-20
9,8,30,28.4,64.69,20.0,Wheat,Black,DAP
7,3,32,35.46,68.5,33.83,Paddy,Red,14-35-14
9,0,36,33.36,48.62,48.04,Paddy,Black,14-35-14
35,2,0,30.09,51.69,31.75,Sugarcane,Clayey,20-20
38,0,0,31.62,53.17,41.08,Maize,Clayey,DAP
41,0,0,35.85,65.73,46.71,Wheat,Clayey,20-20
19,2,18,28.23,59.71,40.91,Oil seeds,Clayey,DAP
36,0,0,22.91,52.89,43.54,Ground Nuts,Black,17-17-17
32,0,3,31.57,59.0,29.74,Millets,Loamy,17-17-17
41,0,0,33.33,68.93,44.04,Wheat,Loamy,20-20
8,14,10,26.1,56.4,70.0,Maize,Red,20-20
10,4,8,23.85,54.74,31.15,Maize,Black,28-28
4,5,28,33.93,68.08,68.4,Barley,Red,20-20
11,3,5,24.14,50.03,56.4,Oil seeds,Red,10-26-26
13,0,6,30.9,61.42,48.45,Barley,Loamy,28-28
10,1,14,38.27,61.02,39.38,Tobacco,Clayey,10-26-26
14,0,37,30.53,72.94,69.94,Pulses,Black,DAP
9,4,30,36.91,57.36,46.79,Barley,Black,10-26-26
37,0,1,27.89,58.78,32.12,Millets,Clayey,20-20
37,0,0,25.91,61.37,35.85,Ground Nuts,Black,20-20
37,0,0,26.89,45.93,34.24,Ground Nuts,Loamy,28-28
41,0,0,26.9,54.22,37.63,Oil seeds,Sandy,28-28
9,11,17,33.83,56.33,40.46,Cotton,Clayey,Urea
13,0,11,32.23,65.73,36.41,Pulses,Black,10-26-26
13,0,13,33.56,69.13,30.78,Oil seeds,Clayey,14-35-14
25,1,21,22.37,59.31,53.4,Millets,Sandy,14-35-14
40,0,0,40.0,66.19,57.22,Paddy,Sandy,14-35-14
38,0,0,26.38,58.32,37.72,Pulses,Loamy,Urea
15,0,39,25.09,55.29,28.94,Ground Nuts,Loamy,10-26-26
12,3,41,34.6,52.97,41.6,Wheat,Red,14-35-14
14,0,11,30.08,55.2,40.09,Paddy,Clayey,17-17-17
7,16,12,29.16,50.81,20.0,Millets,Black,17-17-17
27,3,27,23.32,50.4,46.44,Tobacco,Black,10-26-26
33,0,0,27.41,54.55,26.1,Cotton,Loamy,Urea
42,3,0,29.23,70.7,54.12,Maize,Sandy,10-26-26
17,0,40,35.92,63.54,54.99,Sugarcane,Clayey,14-35-14
20,0,16,24.33,52.3,46.6,Cotton,Red,14-35-14
42,0,3,33.99,62.02,24.13,Cotton,Loamy,28-28
11,2,33,33.8,69.65,29.13,Sugarcane,Black,20-20
42,0,0,29.19,67.99,28.27,Pulses,Clayey,17-17-17
2,14,21,32.92,56.58,28.5,Barley,Loamy,28-28
11,19,22,29.7,50.47,41.56,Ground Nuts,Sandy,28-28
21,0,24,22.82,48.25,49.55,Maize,Clayey,28-28
31,4,0,24.87,53.41,36.47,Oil seeds,Loamy,DAP
17,12,11,29.25,54.77,56.41,Oil seeds,Sandy,10-26-26
39,3,0,28.88,54.57,38.98,Paddy,Clayey,20-20
14,4,35,36.11,61.24,27.61,Cotton,Loamy,20-20
37,0,0,27.91,48.69,33.26,Ground Nuts,Red,17-17-17
40,0,0,32.0,59.17,32.35,Cotton,Loamy,28-28
17,0,37,31.12,56.27,40.65,Paddy,Loamy,DAP
18,0,35,38.03,60.56,64.39,Millets,Loamy,14-35-14
13,2,39,40.0,78.63,39.77,Tobacco,Clayey,14-35-14
32,1,4,21.56,48.99,38.37,Wheat,Clayey,Urea
3,12,29,34.16,57.77,64.71,Cotton,Red,20-20
41,3,4,29.74,67.3,55.7,Barley,Clayey,20-20
40,0,0,24.02,52.18,41.72,Paddy,Red,28-28
35,0,2,31.44,57.6,49.09,Tobacco,Black,28-28
23,3,13,27.82,58.21,39.11,Pulses,Red,17-17-17
4,0,10,28.68,48.05,70.0,Sugarcane,Clayey,10-26-26
16,2,42,37.79,65.38,42.1,Pulses,Loamy,Urea
18,0,36,30.84,62.89,31.1,Pulses,Black,DAP
12,19,10,32.08,69.28,53.59,Pulses,Clayey,20-20
23,0,22,30.53,54.66,40.76,Wheat,Red,DAP
9,6,30,27.28,67.0,60.31,Ground Nuts,Red,17-17-17
8,11,32,30.52,52.92,33.2,Oil seeds,Loamy,Urea
4,12,33,25.51,63.32,68.32,Maize,Clayey,10-26-26
10,0,35,30.28,76.59,30.6,Ground Nuts,Clayey,28-28
9,3,32,31.27,76.13,35.28,Cotton,Red,20-20
21,0,19,26.52,59.29,37.89,Sugarcane,Black,14-35-14
5,10,28,37.78,70.33,64.11,Wheat,Loamy,10-26-26
12,11,11,30.49,58.21,39.3,Ground Nuts,Clayey,17-17-17
42,1,0,29.18,54.17,23.3,Ground Nuts,Sandy,28-28
44,2,0,25.21,46.78,31.12,Oil seeds,Clayey,Urea
9,4,12,22.64,49.3,30.33,Paddy,Black,Urea
8,15,13,30.2,64.88,52.82,Oil seeds,Clayey,20-20
37,0,0,24.84,49.58,47.64,Barley,Loamy,10-26-26
35,4,2,30.49,58.83,54.73,Paddy,Loamy,17-17-17
15,0,10,30.73,49.9,32.48,Pulses,Loamy,20-20
26,4,17,29.82,58.66,44.21,Millets,Sandy,28-28
9,7,25,23.92,47.26,38.11,Maize,Red,Urea
11,11,14,27.8,66.49,56.09,Ground Nuts,Loamy,28-28
15,0,40,40.0,75.55,28.97,Ground Nuts,Black,17-17-17
14,17,8,31.12,72.97,50.32,Pulses,Clayey,17-17-17
7,6,32,24.8,61.32,54.78,Cotton,Black,20-20
4,0,10,32.45,67.58,55.57,Cotton,Black,17-17-17
7,6,18,31.61,66.27,33.06,Pulses,Sandy,Urea
14,0,36,40.0,65.43,64.34,Pulses,Sandy,17-17-17
42,0,1,34.46,78.03,54.74,Millets,Red,14-35-14
23,0,14,20.26,41.18,47.6,Millets,Red,DAP
37,0,0,36.22,77.81,51.95,Pulses,Black,14-35-14
38,2,1,30.24,56.13,30.91,Barley,Black,10-26-26
14,10,11,35.54,62.73,42.81,Paddy,Loamy,DAP
9,0,8,29.73,58.45,60.67,Cotton,Loamy,14-35-14
14,1,34,27.58,64.59,62.12,Cotton,Sandy,20-20
9,0,39,26.09,69.65,41.82,Cotton,Loamy,28-28
22,0,15,30.48,61.31,44.39,Millets,Red,Urea
39,0,2,29.86,48.43,47.14,Maize,Clayey,14-35-14
8,2,32,25.2,65.72,54.26,Sugarcane,Black,20-20
13,0,36,31.81,70.13,21.18,Ground Nuts,Red,28-28
15,0,38,22.32,56.11,24.06,Maize,Black,17-17-17
25,0,17,25.7,67.81,42.7,Tobacco,Loamy,20-20
5,7,25,30.23,55.76,53.54,Barley,Loamy,14-35-14
18,0,32,32.37,55.24,33.67,Tobacco,Loamy,17-17-17
16,2,26,26.08,44.39,42.34,Sugarcane,Clayey,20-20
44,3,0,39.89,76.0,32.46,Ground Nuts,Red,17-17-17
13,0,38,38.92,57.75,34.28,Tobacco,Clayey,DAP
20,1,27,26.41,55.23,43.13,Barley,Black,10-26-26
16,0,42,35.85,62.3,36.56,Millets,Red,Urea
3,8,31,33.0,59.14,48.43,Tobacco,Black,14-35-14
11,6,26,35.84,73.34,56.27,Barley,Red,10-26-26
40,2,0,32.85,53.21,37.96,Barley,Black,DAP
20,0,19,36.16,64.0,43.68,Millets,Loamy,Urea
10,3,11,28.03,51.46,40.88,Tobacco,Sandy,17-17-17
9,4,35,38.77,73.1,64.83,Paddy,Sandy,28-28
9,1,38,39.61,74.2,29.32,Cotton,Clayey,28-28
10,4,39,40.0,65.97,61.68,Cotton,Black,17-17-17
36,0,0,31.66,68.88,64.94,Paddy,Sandy,17-17-17
32,0,0,25.79,47.25,45.73,Millets,Clayey,DAP
15,14,13,37.12,73.45,56.53,Wheat,Loamy,14-35-14
40,0,0,27.79,54.72,69.39,Maize,Black,20-20
12,7,24,27.84,50.3,41.85,Paddy,Loamy,14-35-14
32,0,2,23.68,57.9,28.78,Maize,Sandy,14-35-14
36,0,0,32.02,47.68,43.98,Sugarcane,Loamy,28-28
15,13,15,34.91,53.17,64.9,Paddy,Sandy,DAP
40,2,0,31.87,56.38,39.33,Barley,Clayey,20-20
39,0,0,33.5,61.54,58.09,Pulses,Loamy,14-35-14
13,2,6,21.34,47.91,23.25,Barley,Loamy,10-26-26
25,4,24,27.75,48.05,35.2,Oil seeds,Sandy,Urea
20,4,14,27.41,57.31,54.62,Tobacco,Loamy,20-20
39,0,0,36.6,74.72,50.92,Oil seeds,Sandy,10-26-26
21,2,20,21.52,56.82,37.02,Tobacco,Clayey,DAP
13,0,36,39.1,77.95,44.22,Cotton,Sandy,28-28
14,10,33,30.22,56.38,60.39,Maize,Loamy,Urea
26,0,16,24.32,66.77,37.7,Ground Nuts,Black,20-20
10,4,4,31.78,51.44,58.82,Barley,Loamy,17-17-17
3,5,35,27.73,59.27,54.2,Tobacco,Red,DAP
8,0,15,25.66,45.25,65.07,Barley,Sandy,28-28
21,4,22,37.17,70.91,67.53,Ground Nuts,Sandy,14-35-14
31,0,0,27.41,53.44,36.65,Sugarcane,Black,Urea
7,3,41,32.37,61.99,20.42,Oil seeds,Loamy,17-17-17
22,0,21,29.68,74.89,47.11,Barley,Sandy,20-20
12,5,24,29.9,53.17,58.98,Ground Nuts,Black,17-17-17
14,1,14,31.08,56.03,45.64,Millets,Black,14-35-14
15,3,39,31.95,59.95,41.17,Maize,Loamy,20-20
1,14,14,28.83,59.74,35.13,Ground Nuts,Loamy,Urea
38,1,1,28.67,59.49,43.85,Pulses,Loamy,28-28
9,20,17,32.76,50.9,22.0,Cotton,Red,14-35-14
10,0,43,40.0,52.95,43.51,Wheat,Loamy,14-35-14
30,0,0,28.17,50.93,37.01,Sugarcane,Clayey,17-17-17
45,0,0,28.66,62.69,52.78,Tobacco,Sandy,DAP
17,3,28,32.76,57.8,53.21,Cotton,Loamy,10-26-26
14,1,36,33.29,71.48,55.06,Wheat,Loamy,Urea
27,0,18,22.61,60.89,53.36,Ground Nuts,Black,17-17-17
1,15,15,24.55,59.45,47.37,Barley,Red,Urea
13,15,13,28.72,58.94,59.53,Ground Nuts,Sandy,28-28
42,2,2,36.49,58.68,47.81,Cotton,Clayey,DAP
15,0,38,27.77,61.89,27.29,Wheat,Black,28-28
17,0,41,27.09,45.13,20.39,Wheat,Red,28-28
10,5,35,30.34,65.26,61.34,Pulses,Loamy,17-17-17
10,16,19,28.74,60.87,37.06,Maize,Clayey,17-17-17
15,2,9,38.12,66.69,33.67,Sugarcane,Loamy,DAP
22,0,16,37.98,66.3,70.0,Paddy,Red,10-26-26
22,0,25,30.61,58.28,51.6,Ground Nuts,Loamy,14-35-14
8,17,12,30.0,42.84,46.81,Barley,Loamy,17-17-17
14,3,39,39.4,75.28,52.3,Maize,Red,10-26-26
19,0,21,27.74,60.46,44.85,Wheat,Red,20-20
24,0,20,27.37,52.05,37.96,Maize,Clayey,28-28
7,7,11,32.5,71.1,69.62,Wheat,Red,10-26-26
12,0,13,26.46,43.65,36.14,Maize,Black,20-20
45,1,0,30.31,69.86,46.3,Cotton,Black,10-26-26
7,8,37,32.02,50.79,61.39,Oil seeds,Sandy,10-26-26
16,0,44,36.4,70.69,31.58,Ground Nuts,Sandy,28-28
16,0,10,31.51,54.73,65.9,Pulses,Sandy,14-35-14
6,4,34,39.77,60.41,50.77,Wheat,Sandy,Urea
39,0,0,33.93,62.94,38.71,Millets,Red,14-35-14
13,0,35,32.13,65.75,52.1,Pulses,Loamy,14-35-14
34,3,0,29.99,54.89,41.47,Cotton,Red,Urea
36,0,3,38.38,71.17,56.45,Wheat,Clayey,14-35-14
39,4,0,30.43,59.04,40.61,Pulses,Loamy,Urea
19,11,6,28.65,49.55,30.12,Cotton,Red,Urea
2,20,18,25.07,45.11,36.38,Maize,Clayey,20-20
13,2,41,26.73,51.88,26.29,Tobacco,Red,DAP
14,14,13,35.68,63.89,46.79,Oil seeds,Sandy,20-20
13,2,40,33.56,59.78,61.64,Pulses,Loamy,28-28
43,0,3,28.48,60.34,33.57,Millets,Sandy,28-28
43,0,1,34.31,58.35,30.92,Millets,Black,10-26-26
34,1,0,28.81,49.93,33.75,Tobacco,Red,17-17-17
27,2,17,24.11,57.89,23.7,Sugarcane,Loamy,28-28
41,0,0,31.21,55.32,38.91,Oil seeds,Red,10-26-26
8,9,19,28.66,41.97,62.44,Barley,Red,14-35-14
9,0,42,22.83,46.9,34.09,Wheat,Clayey,DAP
10,13,29,25.54,65.51,26.75,Paddy,Black,28-28
14,0,32,30.02,68.96,35.81,Sugarcane,Red,20-20
26,4,18,29.98,73.22,48.77,Millets,Clayey,Urea
41,2,0,34.95,71.28,53.19,Millets,Red,20-20
8,0,5,27.38,57.61,57.88,Maize,Sandy,DAP
2,18,24,35.64,66.88,38.75,Oil seeds,Black,10-26-26
39,0,0,39.23,71.01,31.63,Cotton,Clayey,DAP
20,0,26,26.84,54.27,49.61,Paddy,Red,28-28
38,2,1,34.38,70.03,23.96,Oil seeds,Sandy,DAP
3,5,31,37.38,61.81,32.73,Cotton,Loamy,28-28
9,17,19,36.92,62.66,58.76,Tobacco,Clayey,20-20
11,13,27,31.54,66.48,66.12,Wheat,Clayey,DAP
14,0,33,30.38,67.91,57.24,Sugarcane,Sandy,14-35-14
15,1,32,33.13,61.63,41.66,Paddy,Sandy,28-28
10,2,44,40.0,61.51,32.66,Paddy,Sandy,14-35-14
18,2,21,37.05,61.02,32.03,Oil seeds,Sandy,Urea
10,4,28,29.45,60.0,64.63,Maize,Loamy,Urea
16,3,17,20.82,42.97,44.06,Tobacco,Red,17-17-17
7,10,27,34.04,60.33,70.0,Oil seeds,Sandy,20-20
5,3,10,25.22,62.81,49.09,Paddy,Red,28-28
6,11,31,25.96,53.04,46.11,Barley,Black,10-26-26
12,4,9,34.01,50.12,30.27,Tobacco,Loamy,DAP
16,4,17,40.0,71.27,25.24,Maize,Red,17-17-17
37,3,0,35.95,70.71,37.39,Cotton,Black,14-35-14
7,3,27,29.41,52.65,48.35,Barley,Loamy,DAP
37,0,0,33.88,55.46,26.2,Millets,Black,28-28
11,0,6,33.99,68.26,39.64,Barley,Red,10-26-26
39,1,0,24.47,57.6,70.0,Tobacco,Sandy,14-35-14
5,20,24,25.83,44.55,44.99,Paddy,Sandy,Urea
5,3,17,24.74,60.74,60.98,Pulses,Loamy,17-17-17
9,17,16,27.19,59.49,56.18,Maize,Black,DAP
7,3,24,31.1,50.28,40.57,Cotton,Clayey,28-28
8,0,31,26.73,44.52,40.8,Paddy,Clayey,14-35-14
0,7,28,30.46,71.86,41.95,Wheat,Clayey,10-26-26
11,2,39,28.7,59.26,46.42,Pulses,Black,Urea
14,16,23,32.49,61.52,47.27,Wheat,Sandy,Urea
13,0,9,25.28,55.11,38.36,Pulses,Clayey,28-28
27,2,23,23.54,50.26,50.16,Millets,Loamy,20-20
15,2,36,28.53,62.54,61.11,Maize,Red,14-35-14
14,9,27,26.45,56.63,64.39,Pulses,Clayey,Urea
8,9,15,27.71,67.71,47.17,Pulses,Loamy,10-26-26
15,12,6,24.98,47.0,20.99,Sugarcane,Loamy,28-28
14,13,14,35.07,59.79,61.83,Tobacco,Black,28-28
1,7,33,36.94,58.84,55.16,Sugarcane,Sandy,28-28
13,6,11,30.26,50.57,43.21,Pulses,Black,DAP
43,0,0,32.12,69.24,36.58,Cotton,Red,14-35-14
27,1,14,22.33,46.53,40.1,Cotton,Clayey,DAP
11,0,17,27.36,61.34,43.04,Wheat,Black,28-28
10,0,34,29.03,53.72,43.41,Wheat,Loamy,DAP
16,0,10,32.8,55.77,44.43,Barley,Sandy,14-35-14
8,1,10,32.28,58.89,29.28,Pulses,Clayey,28-28
12,0,41,37.53,58.75,51.59,Paddy,Red,10-26-26
19,0,26,22.55,56.57,51.93,Oil seeds,Loamy,Urea
17,15,14,22.07,52.72,24.22,Millets,Sandy,10-26-26
44,1,0,28.92,44.74,44.89,Millets,Red,17-17-17
38,0,0,26.05,48.76,45.26,Barley,Loamy,DAP
34,0,0,24.84,58.91,43.15,Cotton,Red,DAP
1,21,17,30.62,70.7,46.64,Oil seeds,Loamy,20-20
7,11,17,26.56,59.44,32.72,Maize,Black,20-20
14,0,36,31.15,55.59,35.09,Barley,Red,14-35-14
2,20,16,25.6,57.71,30.94,Millets,Black,28-28
13,0,35,26.71,55.75,70.0,Ground Nuts,Black,28-28
20,0,17,29.67,63.41,36.42,Millets,Red,28-28
13,4,36,33.3,61.13,64.91,Oil seeds,Black,28-28
41,1,2,32.01,57.23,32.85,Sugarcane,Sandy,10-26-26
33,2,0,30.59,54.91,43.28,Barley,Sandy,DAP
15,1,18,37.88,74.88,27.06,Tobacco,Red,28-28
40,2,0,30.48,47.8,70.0,Paddy,Loamy,28-28
11,1,8,30.3,69.31,52.01,Barley,Black,DAP
4,6,34,34.08,55.54,59.21,Millets,Black,20-20
6,2,8,38.45,63.15,58.06,Barley,Clayey,10-26-26
17,16,20,24.76,55.27,34.69,Sugarcane,Sandy,17-17-17
10,4,26,25.73,68.57,70.0,Millets,Sandy,17-17-17
34,0,0,20.56,55.98,65.55,Barley,Loamy,DAP
42,0,0,38.77,68.24,57.2,Wheat,Sandy,20-20
14,0,5,30.56,55.9,40.77,Oil seeds,Clayey,DAP
8,0,39,26.93,51.37,50.87,Oil seeds,Sandy,Urea
2,14,18,26.67,42.74,30.17,Maize,Red,Urea
38,0,0,31.42,63.61,32.38,Wheat,Loamy,28-28
10,16,13,26.7,43.08,32.35,Ground Nuts,Black,17-17-17
10,18,10,26.05,51.11,35.27,Wheat,Red,17-17-17
25,1,20,25.12,46.17,43.74,Oil seeds,Red,20-20
12,0,6,32.41,67.07,32.33,Barley,Loamy,Urea
32,0,0,27.81,63.26,43.38,Wheat,Sandy,10-26-26
40,0,2,23.36,50.24,34.4,Sugarcane,Sandy,DAP
12,0,16,33.0,57.63,37.28,Cotton,Loamy,Urea
10,2,12,26.02,55.23,47.78,Oil seeds,Sandy,28-28
23,4,22,26.74,56.43,41.86,Maize,Loamy,DAP
17,0,32,33.17,68.4,25.54,Barley,Black,Urea
16,0,35,33.5,69.8,35.8,Ground Nuts,Clayey,DAP
