Nitrogen,Phosphorus,Potassium,pH,Humidity,Temperature,Crop
42.04,45.84,230.62,6.79,79.33,27.77,Chili
40.52,57.05,240.37,6.28,71.84,20.74,Chili
92.68,62.18,267.19,6.62,67.91,28.89,Eggplant
76.24,46.18,244.67,6.59,67.96,29.4,Chili
50.79,59.85,183.75,6.61,76.8,25.16,Chili
75.19,31.35,229.13,6.43,62.36,23.47,Chili
69.54,43.82,233.56,6.09,71.7,20.91,Chili
63.81,44.29,188.69,6.1,63.62,23.61,Chili
97.82,58.59,268.84,6.42,67.27,24.21,Eggplant
57.2,41.72,164.5,6.55,71.39,23.59,Chili
48.41,45.98,182.65,6.41,73.29,27.93,Chili
51.03,43.75,295.98,5.91,64.58,22.5,Eggplant
58.98,40.11,243.86,6.19,60.41,29.6,Chili
55.92,64.08,244.62,6.18,60.78,23.59,Eggplant
65.94,37.75,245.53,6.47,72.49,24.04,Chili
71.89,46.95,202.33,6.4,69.17,22.52,Eggplant
42.85,56.5,175.75,6.09,61.33,28.2,Chili
79.39,47.28,221.1,6.39,68.43,29.28,Eggplant
58.21,32.32,205.21,6.64,62.97,27.06,Chili
62.69,47.85,157.76,6.34,73.42,26.82,Chili
87.27,66.54,245.51,6.5,68.22,23.19,Eggplant
46.65,40.92,165.59,6.66,66.84,22.95,Chili
87.05,61.56,275.71,6.67,67.82,27.16,Eggplant
53.02,50.33,212.87,6.27,60.63,30.15,Eggplant
65.65,43.31,196.39,6.02,68.74,21.58,Chili
59.87,45.12,283.01,5.58,62.53,22.09,Eggplant
64.05,44.19,246.37,6.12,68.75,23.32,Eggplant
74.27,42.25,241.25,6.06,66.97,21.21,Chili
53.05,54.6,248.98,6.57,74.13,26.49,Chili
57.51,42.33,217.64,6.19,68.88,22.85,Chili
50.79,33.29,239.48,6.64,79.79,27.02,Chili
70.08,50.14,288.31,5.93,64.6,25.53,Eggplant
64.54,43.12,173.2,6.39,74.28,26.58,Chili
70.93,43.92,173.85,6.6,64.24,25.44,Chili
50.26,55.69,227.33,6.53,67.76,23.88,Eggplant
46.93,52.07,180.97,6.34,78.39,21.05,Chili
76.75,49.63,162.44,6.29,74.46,20.83,Chili
65.92,31.46,178.73,6.77,66.91,27.0,Chili
52.49,49.07,246.26,6.31,79.81,25.85,Chili
60.28,44.92,187.37,6.24,69.86,20.45,Chili
56.89,53.1,168.54,6.06,76.65,21.25,Chili
85.0,52.28,265.12,6.31,68.94,28.77,Eggplant
89.14,55.04,261.73,5.73,65.83,22.34,Eggplant
76.7,32.55,219.47,6.43,63.95,25.4,Chili
53.16,48.45,227.91,6.58,64.89,30.34,Eggplant
65.6,66.59,254.87,5.8,62.18,25.35,Eggplant
92.09,45.5,216.19,5.56,66.88,29.27,Eggplant
56.09,62.75,235.47,6.01,62.21,22.52,Eggplant
75.89,40.45,261.36,6.45,67.26,27.48,Eggplant
73.74,42.87,272.85,6.6,66.17,31.14,Eggplant
88.37,52.1,245.77,6.79,64.94,26.71,Eggplant
52.82,64.8,276.5,5.82,65.46,27.07,Eggplant
61.76,43.86,172.18,6.59,77.82,24.93,Chili
64.11,41.54,193.22,6.35,71.59,21.54,Chili
65.8,42.4,210.94,6.66,73.84,24.14,Chili
61.7,64.44,292.96,6.66,61.61,26.64,Eggplant
44.48,34.89,243.03,6.49,61.33,23.79,Chili
54.76,50.11,209.75,6.25,67.56,27.01,Chili
75.51,68.18,295.84,5.86,60.4,29.79,Eggplant
45.99,48.27,152.6,6.49,72.34,27.78,Chili
66.27,41.5,244.42,6.62,61.49,27.82,Eggplant
70.25,61.8,292.79,5.74,68.73,23.78,Eggplant
49.3,47.11,249.64,6.38,79.56,26.74,Chili
95.92,52.31,207.68,5.95,61.74,24.79,Eggplant
93.98,58.57,258.4,6.23,63.07,24.63,Eggplant
77.29,64.58,240.97,6.41,66.04,25.31,Eggplant
99.61,46.11,207.79,6.72,63.54,30.15,Eggplant
89.01,42.13,222.98,6.46,66.06,28.11,Eggplant
97.69,48.55,247.51,6.33,63.37,23.0,Eggplant
60.41,31.36,223.92,6.45,66.01,23.95,Chili
50.88,37.69,163.97,6.01,63.2,29.71,Chili
74.0,38.48,241.05,6.42,73.04,28.52,Chili
97.44,49.26,221.57,5.53,67.14,25.23,Eggplant
63.88,57.52,243.34,5.79,68.97,31.55,Eggplant
55.67,46.25,165.7,6.68,63.56,28.07,Chili
44.78,34.07,190.18,6.09,75.08,26.01,Chili
66.63,48.57,190.82,6.36,73.53,25.53,Chili
74.14,34.32,231.58,6.78,71.8,27.04,Chili
44.71,39.45,241.22,6.4,66.16,27.52,Chili
53.35,40.3,252.69,6.42,65.92,24.51,Eggplant
89.13,51.5,201.68,6.51,61.6,22.25,Eggplant
62.25,38.21,188.86,6.74,63.48,23.07,Chili
89.39,66.39,220.21,6.48,69.86,27.13,Eggplant
88.66,68.31,271.97,6.71,69.27,25.6,Eggplant
84.32,67.4,232.56,6.51,66.63,28.52,Eggplant
94.69,50.74,218.29,5.73,67.99,28.48,Eggplant
58.89,57.71,245.47,6.73,62.06,29.94,Chili
55.36,61.32,261.46,6.17,62.68,30.39,Eggplant
58.57,54.66,168.42,6.21,76.44,28.13,Chili
43.45,49.3,209.23,6.08,60.45,27.49,Chili
95.97,66.98,248.56,5.56,62.79,24.73,Eggplant
56.03,32.29,171.63,6.48,62.59,25.19,Chili
86.19,49.04,235.03,6.66,68.88,30.12,Eggplant
90.45,57.67,206.53,5.9,62.1,25.96,Eggplant
74.4,66.66,258.19,6.3,60.37,31.48,Eggplant
49.59,55.21,208.92,6.73,65.64,29.35,Chili
99.76,59.5,243.81,6.17,61.21,24.25,Eggplant
82.64,66.58,204.1,6.0,65.91,31.91,Eggplant
52.91,58.58,159.29,6.39,73.41,20.88,Chili
78.31,46.38,275.66,6.09,65.76,27.87,Eggplant
54.35,54.01,204.61,6.18,66.59,25.12,Eggplant
47.31,49.6,231.07,6.6,64.21,26.73,Chili
86.49,64.01,298.98,5.75,68.44,28.76,Eggplant
61.36,57.68,208.55,6.27,68.64,27.24,Eggplant
53.39,43.33,224.14,6.31,65.19,25.83,Chili
62.03,53.58,220.93,5.83,65.59,26.22,Eggplant
50.75,49.01,217.02,5.79,60.09,25.92,Eggplant
55.88,54.42,290.76,6.34,69.46,31.81,Eggplant
54.13,53.27,210.86,6.43,65.27,24.17,Chili
44.76,40.85,185.89,6.5,79.39,23.55,Chili
56.32,30.78,244.01,6.45,76.89,23.52,Chili
75.45,50.65,206.64,6.66,70.58,25.31,Chili
97.27,48.88,212.93,6.61,68.63,31.22,Eggplant
56.53,32.77,219.89,6.29,68.66,24.09,Chili
97.21,45.64,282.05,6.12,66.58,29.49,Eggplant
51.29,59.63,184.83,6.62,61.85,27.46,Chili
72.33,53.04,288.94,5.81,67.47,27.48,Eggplant
44.95,34.7,180.11,6.62,75.36,29.41,Chili
65.25,43.93,169.15,6.06,63.54,25.37,Chili
69.38,47.13,234.02,5.65,67.81,28.05,Eggplant
55.8,40.64,223.2,5.73,69.44,24.82,Eggplant
52.01,49.56,153.87,6.18,78.09,22.54,Chili
93.01,45.46,228.66,6.66,68.2,24.41,Eggplant
80.92,61.82,250.42,5.97,66.44,29.48,Eggplant
79.58,57.22,248.73,6.7,73.19,28.25,Chili
68.88,35.75,224.65,6.51,74.61,22.52,Chili
41.83,54.44,163.43,6.58,64.99,27.32,Chili
87.04,41.59,231.21,5.53,69.2,29.8,Eggplant
94.72,65.76,217.15,6.11,63.92,22.16,Eggplant
72.26,60.31,235.29,5.76,64.28,32.0,Eggplant
58.68,50.62,295.64,5.5,68.52,30.31,Eggplant
74.93,43.94,178.59,6.4,73.61,22.99,Chili
45.46,53.53,210.86,6.31,63.4,25.38,Chili
61.36,42.97,232.26,6.61,78.67,28.58,Chili
94.14,48.92,201.67,5.75,69.65,30.51,Eggplant
58.27,67.86,222.04,6.25,66.76,28.22,Eggplant
84.84,60.34,206.68,5.84,69.29,31.82,Eggplant
79.89,59.68,180.62,6.11,75.65,26.8,Chili
86.34,62.06,210.64,5.86,67.02,25.4,Eggplant
69.22,38.84,164.81,6.73,71.78,22.01,Chili
65.25,54.25,230.4,6.71,63.65,27.21,Chili
77.09,53.19,298.65,6.13,64.91,23.07,Eggplant
46.46,56.97,228.09,6.54,65.11,23.15,Chili
90.5,63.28,232.69,5.83,68.95,31.97,Eggplant
54.06,37.09,176.37,6.34,67.68,25.56,Chili
73.48,38.85,181.14,6.35,75.28,28.78,Chili
66.98,35.45,172.05,6.11,60.59,22.26,Chili
69.19,49.61,201.66,6.67,69.97,21.64,Chili
78.25,55.82,175.35,6.68,74.76,24.08,Chili
62.36,50.89,272.84,5.8,62.21,25.59,Eggplant
63.95,53.74,263.94,5.79,65.87,28.77,Eggplant
63.16,53.46,189.88,6.23,65.45,23.18,Chili
47.71,32.95,244.66,6.27,64.07,24.98,Chili
80.89,48.02,202.9,6.33,65.32,23.07,Eggplant
55.81,60.41,298.57,5.78,65.7,30.04,Eggplant
98.49,63.19,201.22,6.4,65.79,22.03,Eggplant
79.16,39.32,175.04,6.23,75.51,27.36,Chili
63.87,52.04,193.24,6.43,63.37,28.96,Chili
75.01,62.12,234.2,6.33,65.86,25.11,Eggplant
84.01,65.37,291.86,6.02,60.08,24.09,Eggplant
47.05,40.68,219.8,6.01,65.97,28.06,Chili
70.58,52.37,245.05,6.5,66.01,22.44,Chili
95.28,67.54,277.36,6.07,66.56,24.24,Eggplant
41.96,44.96,238.81,6.25,74.29,28.62,Chili
65.48,51.0,226.8,6.1,63.25,30.63,Eggplant
99.02,45.37,226.99,6.26,64.79,29.44,Eggplant
99.4,57.91,214.32,6.62,63.57,31.22,Eggplant
77.05,59.78,207.75,5.7,67.31,24.8,Eggplant
58.61,42.34,213.64,5.96,62.22,26.6,Eggplant
50.91,67.26,282.02,6.2,67.99,24.68,Eggplant
52.48,64.28,226.66,5.53,64.01,31.45,Eggplant
69.65,57.2,257.04,6.3,66.72,27.5,Eggplant
79.05,38.88,216.5,6.3,61.4,24.06,Chili
92.39,54.88,227.8,5.82,68.47,28.92,Eggplant
45.49,30.23,225.77,6.19,63.34,25.09,Chili
60.26,47.64,175.96,6.24,65.46,28.66,Chili
65.32,39.02,187.81,6.6,60.54,28.5,Chili
90.58,51.15,290.46,5.9,62.69,25.4,Eggplant
66.36,67.59,227.5,6.64,61.55,28.86,Eggplant
99.94,69.48,260.79,6.43,64.57,23.31,Eggplant
83.1,47.24,274.56,6.14,62.54,26.69,Eggplant
88.66,64.3,281.45,5.62,69.82,29.78,Eggplant
62.29,49.43,267.83,5.7,66.04,31.08,Eggplant
55.61,46.76,224.53,6.68,72.64,21.36,Chili
89.97,65.9,222.41,6.1,63.28,29.24,Eggplant
54.55,40.25,209.17,6.27,64.94,27.89,Eggplant
58.4,33.58,247.98,6.64,78.65,29.23,Chili
49.81,56.27,174.81,6.25,64.29,24.87,Chili
44.69,54.2,234.62,6.21,66.52,29.35,Chili
46.3,49.91,245.6,6.39,73.51,26.16,Chili
58.2,49.47,249.4,6.52,78.31,27.85,Chili
75.66,53.24,221.97,6.58,76.09,21.54,Chili
59.27,44.38,289.5,5.67,62.25,25.22,Eggplant
96.02,55.84,213.32,6.45,69.32,27.97,Eggplant
62.93,32.09,211.09,6.08,76.22,28.0,Chili
68.14,47.52,177.96,6.59,69.39,24.09,Chili
42.2,45.68,154.95,6.24,79.33,25.97,Chili
51.69,46.41,201.18,6.25,68.39,29.95,Eggplant
78.0,58.46,271.9,5.55,67.58,24.14,Eggplant
93.22,66.01,227.82,6.26,68.22,28.2,Eggplant
42.96,40.19,170.21,6.39,66.0,27.24,Chili
73.58,46.15,228.65,6.55,65.57,20.6,Chili
58.0,34.73,217.87,6.15,72.81,21.26,Chili
49.23,44.85,156.03,6.48,61.23,27.19,Chili
48.43,54.22,209.3,6.06,72.48,27.44,Chili
71.73,54.07,271.99,5.63,63.69,24.18,Eggplant
63.96,50.68,199.16,6.38,72.18,28.88,Chili
95.59,66.64,209.88,6.36,68.84,23.42,Eggplant
75.35,59.17,248.01,5.72,62.88,25.17,Eggplant
51.29,43.16,279.49,5.6,68.41,28.62,Eggplant
47.1,32.0,246.58,6.25,79.79,23.52,Chili
95.91,51.86,249.81,5.65,68.62,31.6,Eggplant
77.35,40.21,212.15,5.98,65.1,29.86,Eggplant
58.86,42.09,282.01,5.92,62.04,25.93,Eggplant
65.17,63.52,266.3,6.3,61.71,24.21,Eggplant
55.04,44.78,190.94,6.48,73.34,22.11,Chili
84.96,57.89,275.16,6.26,69.69,26.4,Eggplant
55.26,56.71,299.28,5.66,68.65,23.21,Eggplant
90.11,62.12,235.2,6.53,61.6,26.7,Eggplant
58.87,42.24,249.05,6.47,70.68,22.82,Chili
51.81,59.5,211.26,6.16,69.92,25.27,Chili
87.59,62.52,279.45,6.37,62.69,22.41,Eggplant
87.25,63.37,224.93,6.12,67.56,25.42,Eggplant
87.23,59.17,287.5,5.83,68.66,30.02,Eggplant
55.55,44.03,274.98,5.92,67.75,26.14,Eggplant
57.63,45.78,226.34,6.17,77.11,23.88,Chili
72.08,62.83,222.94,6.72,69.74,27.76,Eggplant
45.18,47.02,182.7,6.43,66.68,21.1,Chili
54.22,31.72,193.26,6.78,62.84,26.13,Chili
76.18,50.09,218.28,6.7,72.79,21.97,Chili
93.31,60.86,206.79,6.08,67.33,22.62,Eggplant
63.0,65.06,246.33,5.61,67.12,30.53,Eggplant
51.2,49.01,171.48,6.07,68.38,20.86,Chili
79.04,63.98,246.82,6.0,63.89,25.19,Eggplant
47.31,46.64,202.03,6.13,65.49,25.48,Chili
47.39,39.89,245.92,6.19,60.73,28.72,Chili
77.15,35.89,154.4,6.67,67.43,21.85,Chili
61.92,37.13,171.17,6.06,73.38,25.55,Chili
67.85,57.56,250.89,5.93,67.68,30.83,Eggplant
73.69,46.97,166.59,6.16,69.77,20.83,Chili
72.95,55.68,201.9,6.69,66.05,22.12,Chili
46.13,39.84,182.6,6.78,63.92,29.52,Chili
93.96,56.36,237.95,6.13,67.61,30.56,Eggplant
59.47,63.73,249.68,6.42,61.89,24.02,Eggplant
76.36,54.9,206.42,6.2,69.98,23.28,Eggplant
42.38,30.81,206.75,6.27,78.25,20.56,Chili
56.31,36.16,150.4,6.48,65.98,24.65,Chili
72.25,54.07,199.68,6.47,75.7,28.16,Chili
67.2,62.16,259.02,6.79,60.62,29.93,Eggplant
66.41,52.19,188.86,6.5,79.26,25.3,Chili
82.72,67.0,296.21,5.58,68.47,25.62,Eggplant
61.46,51.35,230.49,5.63,69.94,26.88,Eggplant
76.44,37.37,245.51,6.44,70.34,29.18,Chili
58.15,39.8,182.78,6.09,74.58,23.66,Chili
77.69,53.12,242.63,6.34,74.13,27.27,Chili
75.81,35.65,150.06,6.63,70.09,21.08,Chili
95.5,55.48,223.45,6.04,62.96,26.14,Eggplant
75.91,60.49,254.97,6.08,68.55,24.73,Eggplant
58.09,49.75,203.31,6.54,62.45,23.19,Chili
83.56,44.6,262.67,6.01,63.19,26.17,Eggplant
82.91,65.63,232.2,5.97,67.62,27.76,Eggplant
65.46,58.82,220.14,6.0,62.39,31.95,Eggplant
64.17,67.09,296.42,5.73,60.63,29.47,Eggplant
87.1,66.99,228.79,5.59,66.04,26.94,Eggplant
57.8,48.32,258.56,5.89,61.37,27.44,Eggplant
76.82,48.84,182.07,6.25,72.89,24.18,Chili
48.21,58.98,237.08,6.4,61.66,26.49,Chili
61.81,45.85,211.64,5.68,66.31,25.26,Eggplant
62.43,54.43,195.61,6.34,76.48,26.36,Chili
94.03,47.44,220.25,5.58,67.91,25.97,Eggplant
45.88,35.81,229.78,6.1,65.74,23.5,Chili
78.21,64.76,258.46,5.51,67.68,31.01,Eggplant
91.2,69.38,268.7,5.93,62.56,28.25,Eggplant
51.86,60.98,278.61,6.44,69.85,29.48,Eggplant
80.52,50.25,246.53,6.46,65.74,24.75,Eggplant
63.39,42.46,288.95,6.07,61.54,25.45,Eggplant
52.21,40.57,218.46,5.68,65.67,26.43,Eggplant
53.93,58.13,237.83,6.34,70.13,26.99,Chili
73.71,49.79,196.58,6.65,63.25,27.87,Chili
71.48,54.53,168.65,6.37,66.02,22.78,Chili
92.73,67.65,247.39,5.65,62.45,29.08,Eggplant
98.75,51.82,279.49,5.94,69.39,29.55,Eggplant
94.92,67.19,212.53,6.64,60.65,24.3,Eggplant
90.89,60.29,228.99,6.54,64.46,23.41,Eggplant
72.68,41.41,188.24,6.65,61.3,25.34,Chili
77.81,44.91,180.38,6.69,66.8,22.45,Chili
73.89,34.84,160.04,6.49,75.53,29.26,Chili
50.64,67.21,205.69,5.55,60.52,30.21,Eggplant
64.35,50.81,153.88,6.71,66.63,22.38,Chili
50.26,51.24,174.9,6.06,66.17,28.63,Chili
79.15,61.53,269.83,6.19,63.18,29.89,Eggplant
79.73,42.52,224.87,6.41,61.04,24.09,Chili
60.82,49.4,298.08,6.36,67.31,24.22,Eggplant
80.73,57.73,292.7,6.76,67.2,29.76,Eggplant
71.3,45.83,214.57,6.43,65.17,25.14,Chili
65.79,41.9,181.48,6.72,64.39,27.02,Chili
69.63,53.83,196.39,6.01,76.77,20.55,Chili
80.62,51.28,201.18,5.8,65.22,29.49,Eggplant
75.03,42.37,266.51,5.57,64.73,24.08,Eggplant
59.33,52.6,158.73,6.65,66.26,25.45,Chili
56.88,56.33,177.07,6.47,62.17,22.46,Chili
67.8,33.86,206.79,6.05,69.98,28.67,Chili
73.71,45.4,173.37,6.27,69.8,23.01,Chili
52.06,69.54,298.28,6.1,69.44,26.46,Eggplant
57.63,34.8,227.44,6.77,69.07,23.42,Chili
51.66,49.39,290.48,5.92,60.68,30.99,Eggplant
81.32,53.71,228.81,5.57,62.34,24.62,Eggplant
61.22,45.98,159.63,6.61,71.83,26.11,Chili
49.29,33.84,177.68,6.11,66.38,20.09,Chili
45.27,50.78,196.14,6.09,79.13,23.19,Chili
71.63,46.09,202.09,6.71,76.08,22.21,Chili
89.26,66.67,270.58,5.76,63.33,29.35,Eggplant
81.23,52.05,211.77,5.93,67.12,26.97,Eggplant
59.93,55.91,233.78,6.54,76.41,23.05,Chili
62.99,32.57,222.84,6.66,77.26,22.38,Chili
69.17,53.07,255.44,5.93,65.14,28.87,Eggplant
65.59,49.65,203.4,6.26,64.86,25.14,Eggplant
57.11,30.82,227.3,6.78,69.42,25.45,Chili
56.92,43.29,245.64,6.58,61.98,31.4,Eggplant
49.3,56.74,177.84,6.23,69.37,25.91,Chili
66.94,54.71,231.9,6.51,65.07,28.05,Eggplant
74.86,33.44,164.03,6.24,70.45,26.09,Chili
79.99,31.39,195.93,6.15,64.59,27.69,Chili
77.42,30.93,218.57,6.53,76.63,28.02,Chili
45.41,55.37,239.53,6.19,71.97,20.02,Chili
99.79,51.07,217.23,6.55,62.55,27.05,Eggplant
95.84,61.21,287.22,6.1,64.45,24.83,Eggplant
82.02,47.13,292.49,6.06,63.32,31.97,Eggplant
63.9,68.62,201.91,6.17,69.71,30.95,Eggplant
66.8,68.09,203.98,6.59,68.14,24.48,Eggplant
66.73,55.7,201.65,5.9,63.62,27.3,Eggplant
61.91,49.39,205.97,6.58,69.29,23.53,Eggplant
62.47,62.88,268.34,5.87,63.91,26.73,Eggplant
50.37,41.38,229.56,6.65,67.5,26.92,Eggplant
56.43,60.41,206.13,6.12,67.49,28.36,Eggplant
75.25,47.27,220.66,6.55,62.05,24.3,Chili
63.69,44.67,204.54,6.05,63.1,22.54,Chili
57.91,33.05,179.6,6.78,72.92,23.61,Chili
89.74,45.18,223.46,6.55,62.15,27.75,Eggplant
69.52,58.35,178.73,6.19,66.67,21.88,Chili
54.12,41.3,218.01,6.15,60.67,27.3,Chili
76.31,39.21,181.92,6.52,61.2,28.31,Chili
71.03,46.36,216.73,6.79,69.76,27.52,Chili
92.26,52.86,234.69,6.76,63.45,29.75,Eggplant
57.42,54.45,165.4,6.38,60.61,29.38,Chili
71.3,68.82,252.97,6.76,67.68,22.98,Eggplant
65.94,49.29,225.83,6.18,63.04,24.14,Eggplant
64.51,47.85,261.77,6.68,63.7,28.84,Eggplant
47.68,53.95,197.64,6.19,62.05,20.09,Chili
71.6,30.55,230.89,6.49,63.88,27.77,Chili
60.48,63.86,299.26,6.8,63.78,22.04,Eggplant
49.4,38.72,152.69,6.53,75.03,27.59,Chili
73.98,55.68,234.93,6.45,77.69,22.88,Chili
66.69,50.62,274.52,6.08,64.25,25.94,Eggplant
89.31,58.07,229.63,5.62,60.03,27.97,Eggplant
66.18,47.44,226.08,5.81,67.54,31.54,Eggplant
64.96,43.02,205.2,6.29,72.85,20.82,Chili
46.67,31.69,152.44,6.66,76.05,27.84,Chili
74.49,32.32,168.48,6.74,60.09,29.44,Chili
78.77,42.43,171.91,6.18,70.68,20.5,Chili
69.53,31.28,229.92,6.17,66.14,22.95,Chili
54.56,53.15,150.18,6.16,79.65,23.57,Chili
52.38,33.93,179.15,6.37,72.83,26.42,Chili
51.81,34.26,171.85,6.57,78.18,25.54,Chili
97.62,52.15,244.88,5.89,60.22,30.79,Eggplant
85.53,58.73,279.33,5.63,60.6,29.04,Eggplant
61.42,63.79,249.77,6.67,63.36,27.33,Eggplant
96.84,49.5,270.28,5.58,62.33,24.7,Eggplant
77.38,50.77,176.82,6.65,79.95,25.84,Chili
77.28,47.98,220.39,5.91,69.97,30.08,Eggplant
76.8,53.08,216.35,6.1,78.58,26.19,Chili
97.95,49.96,250.13,5.67,62.67,31.32,Eggplant
79.54,51.26,288.8,6.23,61.58,26.95,Eggplant
93.82,41.82,262.89,5.77,66.69,29.21,Eggplant
54.76,41.85,226.99,5.65,60.15,23.79,Eggplant
50.12,57.75,274.06,6.73,65.61,28.4,Eggplant
58.16,38.07,185.17,6.45,76.79,22.63,Chili
42.57,56.18,187.78,6.32,60.78,29.78,Chili
68.18,66.21,292.66,6.58,66.02,24.6,Eggplant
73.1,46.33,182.79,6.58,73.83,22.07,Chili
61.3,53.47,273.87,5.76,62.54,26.53,Eggplant
95.38,43.37,263.47,5.87,66.93,31.29,Eggplant
41.5,31.78,240.3,6.2,79.05,27.02,Chili
77.31,40.52,154.24,6.58,77.26,20.67,Chili
67.83,35.96,159.05,6.48,77.54,24.05,Chili
53.42,53.48,205.13,6.73,66.08,22.62,Eggplant
56.2,37.46,179.07,6.18,72.01,24.7,Chili
40.03,43.05,231.67,6.68,69.85,21.83,Chili
81.51,42.33,222.7,5.97,65.88,27.0,Eggplant
70.34,44.03,247.16,6.35,65.0,27.67,Chili
50.14,62.94,278.48,6.27,63.61,26.86,Eggplant
96.38,51.05,275.05,6.37,67.12,27.89,Eggplant
77.28,59.69,241.08,6.8,62.76,20.73,Chili
95.38,61.97,284.82,5.87,61.27,22.71,Eggplant
69.12,34.38,236.45,6.67,69.98,26.88,Chili
99.41,67.43,280.37,6.63,60.19,23.35,Eggplant
50.6,41.54,243.21,6.64,60.91,24.67,Chili
90.63,52.46,273.57,6.67,64.86,28.21,Eggplant
81.25,45.71,278.0,6.48,68.92,26.13,Eggplant
50.11,59.36,231.19,6.51,69.99,27.11,Eggplant
59.16,44.32,198.34,6.19,72.8,20.79,Chili
80.67,55.85,215.22,5.99,66.66,27.95,Eggplant
93.06,58.85,217.96,5.7,65.89,26.66,Eggplant
40.16,53.6,187.08,6.24,66.66,26.33,Chili
89.9,49.37,205.28,5.95,67.79,26.69,Eggplant
70.69,56.49,242.89,6.15,63.36,30.68,Eggplant
81.2,66.94,211.25,6.3,60.03,27.16,Eggplant
87.43,60.58,254.79,6.52,62.3,22.87,Eggplant
58.09,59.18,196.89,6.75,63.08,20.24,Chili
87.42,42.15,247.89,6.75,63.06,23.12,Eggplant
67.4,67.63,202.54,6.37,68.52,23.73,Eggplant
82.28,42.04,203.47,5.83,64.92,24.39,Eggplant
50.2,43.57,227.45,6.27,70.52,24.36,Chili
47.84,32.97,224.1,6.66,72.07,20.25,Chili
73.81,49.22,151.66,6.57,68.72,25.15,Chili
76.0,57.08,163.96,6.04,79.42,27.77,Chili
56.89,36.04,156.51,6.32,60.79,20.91,Chili
67.16,60.49,245.24,5.54,64.92,27.15,Eggplant
74.81,57.28,193.61,6.56,79.76,25.38,Chili
88.18,55.84,208.95,6.34,62.85,24.44,Eggplant
99.38,42.78,218.91,5.6,63.68,31.78,Eggplant
60.53,51.06,242.58,6.01,67.33,27.45,Eggplant
69.08,32.37,210.25,6.66,70.91,23.21,Chili
77.47,56.72,209.66,5.66,62.8,28.97,Eggplant
57.7,66.14,288.63,6.46,62.31,31.47,Eggplant
43.23,30.41,243.74,6.28,72.64,24.84,Chili
64.85,43.0,207.89,6.76,69.6,30.76,Eggplant
66.52,57.68,275.51,6.53,60.51,27.89,Eggplant
64.7,67.62,285.97,5.69,68.68,29.08,Eggplant
49.7,32.1,181.5,6.78,65.63,26.28,Chili
59.82,54.33,224.95,6.25,66.35,25.37,Chili
50.13,55.09,252.78,5.91,64.63,29.94,Eggplant
61.85,34.63,177.32,6.3,70.91,22.07,Chili
63.89,42.84,166.08,6.06,78.87,20.6,Chili
49.35,51.09,209.02,6.72,73.22,29.4,Chili
86.59,49.59,236.5,5.53,60.34,28.2,Eggplant
90.57,67.65,213.44,6.6,61.28,28.8,Eggplant
67.25,52.34,197.41,6.05,67.74,22.6,Chili
58.11,38.29,196.72,6.32,71.86,22.42,Chili
94.68,46.18,291.05,6.7,69.23,31.86,Eggplant
75.16,57.39,179.51,6.65,73.38,24.4,Chili
78.38,59.96,246.47,6.11,64.96,21.01,Chili
68.39,36.95,246.24,6.67,68.12,26.57,Chili
77.12,58.79,194.14,6.49,60.01,21.7,Chili
56.69,30.96,188.0,6.12,70.05,23.51,Chili
57.75,35.41,229.0,6.61,72.39,20.39,Chili
69.34,35.31,165.05,6.8,65.54,29.4,Chili
41.45,39.66,233.47,6.31,70.87,24.41,Chili
51.36,50.66,229.16,6.74,62.49,21.87,Chili
85.05,63.19,232.98,5.87,68.54,24.92,Eggplant
71.81,46.63,276.73,5.72,67.81,26.64,Eggplant
61.62,49.88,152.71,6.5,69.43,21.82,Chili
53.75,49.07,187.55,6.54,74.61,21.32,Chili
73.07,46.99,246.19,6.75,65.12,26.2,Chili
84.17,45.04,297.56,6.14,66.43,22.52,Eggplant
68.49,46.76,284.21,5.68,65.59,22.41,Eggplant
73.56,43.76,217.29,6.65,67.71,22.89,Eggplant
66.34,45.12,223.91,6.16,64.89,28.37,Chili
96.0,54.22,297.51,6.19,68.12,26.41,Eggplant
75.89,58.23,231.66,6.24,66.33,23.09,Chili
77.42,34.45,211.76,6.6,60.33,27.48,Chili
50.31,33.57,157.49,6.11,66.79,24.42,Chili
58.28,65.83,250.83,6.71,65.2,28.95,Eggplant
57.2,46.59,165.57,6.12,69.94,24.44,Chili
84.93,65.44,233.76,6.22,68.96,23.36,Eggplant
57.56,54.24,150.65,6.34,73.0,29.48,Chili
59.27,58.15,166.82,6.12,79.58,23.83,Chili
96.11,68.54,247.49,6.0,65.02,25.26,Eggplant
95.93,67.12,280.88,6.32,60.07,26.94,Eggplant
56.69,50.16,203.51,6.42,79.52,27.61,Chili
72.96,49.21,229.11,6.24,61.07,28.98,Chili
56.09,66.54,222.38,5.52,66.25,26.41,Eggplant
72.28,43.41,198.23,6.1,65.92,22.31,Chili
76.73,49.87,234.98,6.57,70.09,28.23,Chili
49.29,50.25,183.31,6.51,62.83,20.96,Chili
57.66,44.28,283.08,5.88,66.11,28.06,Eggplant
79.74,39.06,180.03,6.18,77.11,20.22,Chili
43.7,45.35,183.72,6.4,76.21,26.79,Chili
88.83,64.81,213.53,6.45,69.77,28.21,Eggplant
40.18,41.69,203.99,6.41,79.85,29.68,Chili
44.26,57.29,174.38,6.41,73.11,24.77,Chili
