Nitrogen,Potassium,Phosphorous,Temparature,Humidity,Moisture,Crop Type
17,0,12,23.55,44.85,38.3,Maize
36,2,0,27.9,56.05,35.89,Paddy
36,3,0,31.89,64.06,35.44,Oil seeds
4,5,30,38.18,64.93,44.1,Ground Nuts
5,13,24,33.68,55.49,34.75,Paddy
8,4,28,33.96,63.95,35.17,Wheat
39,4,2,27.22,60.5,39.08,Ground Nuts
16,4,7,28.88,55.9,30.64,Cotton
7,4,36,27.05,61.36,20,Barley
22,3,28,24.86,53.59,48.95,Tobacco
35,0,0,30.02,45.23,32.68,Sugarcane
36,0,1,34.35,63.85,55.26,Sugarcane
9,1,14,31.31,63.35,63.08,Maize
15,0,14,29.49,61.66,51.22,Maize
11,2,37,36.16,61.54,37.54,Wheat
36,0,0,30.06,50.33,41.32,Cotton
7,9,28,26.23,63.15,63.34,Barley
40,0,0,34.31,72.57,43.94,Wheat
19,0,34,32.15,57.38,34.34,Millets
10,8,33,31.4,63.38,33.1,Pulses
39,3,0,22.78,60.52,42.05,Maize
37,4,0,34.4,69.58,53.39,Millets
31,0,0,29.5,52.2,23.95,Pulses
7,13,10,38.09,64.63,48.69,Oil seeds
3,17,18,32.69,64.23,53.47,Sugarcane
8,12,10,31,69.87,70,Ground Nuts
8,18,10,26.94,56.72,39.94,Tobacco
8,0,33,34.54,69.83,51.36,Barley
11,0,16,27.54,61.58,33.57,Wheat
41,0,0,33.06,58.19,38.52,Cotton
7,15,14,31.85,60.43,55.57,Millets
40,0,0,30.72,58.92,37.12,Ground Nuts
12,0,30,30.93,51.93,59.3,Millets
12,4,15,32.82,51.28,43.6,Oil seeds
19,4,39,38.48,75.65,60.75,Tobacco
8,1,10,30.05,52.42,36.56,Ground Nuts
10,1,41,32.52,68.89,20.1,Maize
36,4,0,36.56,57.49,36.1,Tobacco
16,2,41,35.24,58.34,70,Oil seeds
32,0,2,36.62,59.89,60.47,Millets
8,9,26,36.55,74.21,57.63,Maize
9,2,10,28.24,54.65,34.37,Tobacco
9,8,19,34.81,71.07,65.13,Barley
11,4,36,33.96,61.85,38.37,Tobacco
26,0,17,38.66,57.13,38.41,Millets
36,0,0,31.6,44.66,29,Ground Nuts
41,0,1,29.13,60,59.01,Ground Nuts
11,1,5,27.19,41.27,67.57,Oil seeds
10,9,19,31.59,60.6,35.3,Millets
0,16,15,32.81,55.45,48.08,Millets
9,13,35,32.75,63.09,59.4,Maize
26,1,23,27.87,61.74,37,Millets
36,0,3,38.12,64.6,30.72,Millets
16,8,9,22.16,53.56,37.96,Barley
26,1,14,38.32,64.18,57.84,Oil seeds
17,0,32,33.42,63.69,60.05,Barley
11,16,22,25.72,54.34,33.33,Cotton
13,14,10,21.15,51.19,29.68,Sugarcane
15,0,43,34.09,70.6,61.54,Sugarcane
13,0,11,29.46,63.38,62.2,Sugarcane
40,0,2,25.92,43.31,64.77,Pulses
8,14,22,35.55,69.73,53.43,Ground Nuts
42,0,0,34.25,53.36,35.9,Oil seeds
13,0,36,30.97,57.22,43.37,Pulses
12,2,37,35.2,68.47,37.24,Sugarcane
41,0,1,38.71,73.81,59.76,Barley
28,0,19,27.71,60.06,36.77,Cotton
45,2,3,37.03,63.45,41.49,Pulses
35,0,0,27.23,58.51,45.98,Tobacco
14,4,27,26.97,48.53,43.66,Cotton
9,4,9,32.92,65.89,35.29,Paddy
14,3,37,34.48,69,39.73,Barley
22,1,18,33.94,63.51,41.89,Barley
6,0,18,24.62,49.8,42.81,Paddy
19,0,25,25.36,63.37,30.4,Ground Nuts
38,2,0,26.91,59.1,36.25,Maize
43,0,0,29,55.01,42.96,Pulses
16,0,8,23.18,55.93,31.73,Tobacco
7,3,13,25.19,58.09,62.65,Ground Nuts
26,4,20,30.44,67.97,37.89,Maize
5,11,32,31.66,60.47,54.89,Barley
27,0,21,32.64,64.3,55.06,Millets
9,14,16,35.96,77.25,46.31,Pulses
40,0,2,27.57,53.84,61.93,Paddy
10,0,45,35.24,70.01,41.45,Tobacco
9,4,39,32.01,75.48,46.92,Pulses
14,1,38,28.57,68.99,26.74,Cotton
15,13,12,29.65,74.25,48.5,Wheat
20,1,15,31.88,54.26,51.83,Millets
13,10,20,30.33,61.47,37.93,Tobacco
36,0,3,34.43,71.22,33.72,Ground Nuts
8,0,11,30.99,57.9,54.41,Millets
27,0,17,25.38,47.27,38.73,Sugarcane
10,20,20,29.31,42.8,34.07,Cotton
17,3,40,22.93,58.67,22,Wheat
23,0,20,32.33,62.09,28.28,Maize
11,0,7,23.94,52.75,22.5,Sugarcane
16,1,15,26.11,44.04,20.63,Maize
4,5,25,34.03,68.66,20,Paddy
13,0,43,28.66,50.21,39.99,Barley
35,0,0,29.25,57.38,56.74,Cotton
7,1,18,26.73,63.35,28.54,Maize
23,0,19,29.75,52.14,42.92,Pulses
9,22,21,34.74,69.51,46.51,Sugarcane
25,0,21,25.21,53.68,31.32,Sugarcane
36,4,0,26.97,51.24,63.49,Cotton
14,1,6,31.39,63.52,49.6,Millets
40,0,3,39.5,68.84,59.07,Oil seeds
12,8,18,34.34,68.17,58.41,Maize
11,0,43,32.1,63.35,34.52,Cotton
7,0,34,30.78,59.71,47.46,Wheat
37,0,0,27.6,61.78,39.37,Paddy
8,0,37,30.31,50.02,52.94,Tobacco
39,0,0,28.01,66.74,40.07,Oil seeds
15,12,15,29.01,49.29,48.79,Ground Nuts
14,0,37,34.92,71.93,35.76,Oil seeds
35,1,0,27.61,59.67,27.04,Maize
17,0,33,30.73,51.55,50.9,Tobacco
36,0,0,27.12,57.97,29.2,Barley
22,0,16,31.4,55.24,50.94,Paddy
26,0,19,32.58,72.75,56.62,Cotton
16,0,37,31.08,53.63,67.76,Pulses
7,14,24,22.92,58.85,40.66,Wheat
7,11,30,33.69,68.75,64.77,Cotton
8,0,34,38.32,63.67,32.08,Oil seeds
24,2,24,27,53.84,49.81,Cotton
8,17,14,31.16,64.16,61.68,Cotton
13,0,37,36.68,51.39,43.94,Sugarcane
27,0,25,29.88,69.91,32.28,Ground Nuts
45,3,4,28.79,61.44,38.2,Oil seeds
6,17,19,38.44,70.05,40.58,Wheat
7,17,9,33.82,74.87,62.48,Ground Nuts
38,0,0,31.87,58.58,44.74,Ground Nuts
15,7,12,35.06,66.92,66.68,Maize
16,0,10,31.51,53.12,38.43,Oil seeds
9,10,27,27.12,59.72,32.35,Oil seeds
5,6,30,30.3,53.26,50.53,Maize
40,2,3,30.39,50.71,35.06,Millets
41,0,0,30.46,61.98,38.7,Millets
34,3,0,32.91,59.28,65.83,Maize
26,1,16,36.53,68.28,24.67,Millets
5,13,27,31.2,63.41,20,Oil seeds
21,2,26,25.88,51.25,47.05,Oil seeds
10,14,17,25.16,49.77,36.67,Sugarcane
34,3,0,37.12,73.59,58.49,Barley
11,3,43,32.36,68.52,44.89,Oil seeds
10,2,33,33.07,59.3,29.82,Tobacco
8,4,38,33.7,54.7,46.14,Millets
39,4,0,27.23,66.64,23.67,Wheat
13,0,35,29.68,59.72,38.04,Paddy
14,0,5,26.52,49.31,24.53,Maize
26,2,21,28.59,68.77,43.37,Pulses
1,21,19,27.05,63.47,50.21,Pulses
16,0,14,26.85,55.04,32.87,Pulses
11,0,37,35.75,65.56,56.3,Sugarcane
3,10,37,30.32,57.25,49.76,Millets
9,8,11,25.58,44.88,44.58,Millets
16,4,18,36.84,69.25,34.94,Sugarcane
7,16,13,26.6,59.53,54.76,Maize
5,15,15,30.17,51.46,26.6,Tobacco
25,3,20,23.42,58.92,31.9,Cotton
9,14,11,34.71,70.96,45.56,Oil seeds
9,1,10,23.21,61.42,38.75,Sugarcane
13,0,11,28.66,55.38,60.99,Cotton
12,2,17,31.02,55.51,28.28,Wheat
10,3,36,31.18,61.94,25.48,Sugarcane
38,1,4,29.41,59.37,32.03,Barley
16,0,43,37.15,54.95,39.11,Ground Nuts
11,3,28,33.32,69.38,35.87,Paddy
11,0,36,24.37,53.17,55.48,Wheat
38,3,3,27.64,40.23,66.03,Sugarcane
37,0,4,25.47,54.39,36.46,Ground Nuts
5,15,21,35.97,56.77,47.57,Maize
25,3,25,29.73,55.37,43.18,Maize
6,11,33,30.34,70.27,32.51,Ground Nuts
19,0,21,24.16,62.88,41.92,Cotton
20,3,15,36.79,58.13,54.07,Ground Nuts
11,16,15,35.66,58,53.6,Tobacco
24,0,23,31.46,52.2,31.78,Barley
15,1,12,27.52,50.05,30.28,Sugarcane
37,0,0,31.72,56.61,58.53,Wheat
4,0,14,30.56,61.41,56.55,Ground Nuts
35,2,2,36.1,60.94,59,Ground Nuts
25,0,19,31.44,54.65,44.13,Pulses
3,11,31,35.97,67.11,42.9,Ground Nuts
32,2,1,24.32,56.99,61.02,Oil seeds
16,1,38,28.32,58.66,47.07,Tobacco
40,0,0,32.94,58.34,26.77,Tobacco
17,4,23,34.71,60.07,27.77,Maize
13,0,10,26.56,53.14,68.28,Millets
39,0,0,28.67,46.65,41.01,Maize
42,0,0,38.53,71.59,55.4,Tobacco
16,0,41,26.85,57.04,22.3,Cotton
7,2,8,37.69,56.38,57.45,Sugarcane
40,0,1,30.5,44.64,38.98,Maize
34,4,2,26.28,48.68,70,Sugarcane
12,4,13,25.57,62.06,37.05,Sugarcane
15,0,34,36.47,68.04,31.14,Barley
13,15,16,29.61,61.46,58.05,Maize
11,0,31,32.27,43.73,42.3,Barley
35,4,4,32.45,72.32,58.58,Sugarcane
36,2,3,31.45,59.69,21.84,Cotton
27,4,19,30.78,58.79,47.7,Sugarcane
14,0,42,34.17,50.98,30.6,Paddy
40,4,0,28.46,59.53,22.83,Oil seeds
5,4,34,31.84,70.47,33.25,Paddy
41,1,1,32.44,68.93,49.8,Millets
11,0,5,29.94,66.26,49.69,Wheat
10,15,12,31.34,71.35,48.67,Ground Nuts
20,0,22,25.63,62.91,41.61,Tobacco
33,1,0,34.35,55.97,36.25,Millets
6,5,27,30.51,65.48,56.53,Cotton
38,0,0,37.83,68.34,49.42,Millets
3,10,28,24.16,50.01,55.95,Sugarcane
26,0,14,30.37,56.03,56.06,Wheat
7,4,9,20.52,53.81,70,Sugarcane
9,0,31,30.38,62.75,49.15,Millets
37,0,0,26.95,66.15,29.7,Maize
17,0,13,30.91,45.69,26.52,Millets
3,12,33,28.2,65.07,29.22,Pulses
14,0,36,33.24,67.96,42.8,Barley
8,2,10,26.61,61.2,31.07,Sugarcane
23,0,24,30.87,49.79,47.29,Tobacco
19,2,22,29.27,66.25,31.4,Paddy
28,0,14,23.6,58.44,26.7,Oil seeds
36,3,0,36.42,67.17,50.44,Cotton
9,20,16,20,55.62,31.35,Barley
18,4,23,29.8,56.47,33.35,Wheat
38,0,0,29.62,47.21,39.21,Cotton
18,15,9,22.62,42.74,22.19,Sugarcane
9,14,10,25.29,46.46,44.88,Millets
37,0,1,32.55,48.07,47.11,Millets
13,1,9,32.87,61.85,40.26,Sugarcane
35,4,3,26.11,61.27,51.36,Barley
9,2,25,31.87,60.06,34.29,Barley
43,1,0,32.58,48.15,44.44,Paddy
14,0,37,29.57,61.98,37.31,Sugarcane
10,10,29,27.54,61.78,69.59,Oil seeds
19,2,24,35.8,70.42,24.42,Cotton
20,2,16,30.64,43.47,43.45,Ground Nuts
11,0,13,33.81,60.32,39.79,Millets
19,1,19,32.19,56.71,42.67,Barley
3,22,16,24.9,56.17,38.53,Pulses
12,0,13,30.68,53.52,44.75,Cotton
6,17,17,27.75,51.19,44.54,Ground Nuts
17,0,21,32.06,56.81,35.82,Sugarcane
14,16,10,32.21,61.12,67.23,Paddy
16,0,10,33.28,65.51,47.53,Tobacco
12,3,27,26.89,53.69,24.47,Cotton
22,0,14,31.99,66.28,51.34,Maize
37,0,0,40,75.62,45.82,Cotton
39,0,0,39.55,77.65,32.25,Paddy
26,0,17,31.1,54.3,49.85,Millets
10,11,33,30.71,50.67,62.58,Oil seeds
13,4,34,36.09,74.92,37.36,Maize
42,0,0,32.41,73.63,40.09,Sugarcane
9,0,12,20.41,47.39,70,Paddy
9,12,32,39.16,63.48,44.6,Millets
23,0,21,29.43,48.63,56.66,Wheat
35,0,1,25.23,48.9,32.37,Paddy
42,0,0,27.82,57.4,31.09,Oil seeds
13,10,29,26.28,53.62,61.96,Paddy
39,0,0,29.07,44.79,38.69,Paddy
21,0,22,29.07,56.85,52.96,Oil seeds
13,8,10,27.78,53.53,62.54,Wheat
6,4,29,31.27,64.6,62.52,Pulses
32,4,0,23.13,50.43,38.07,Paddy
36,3,0,30.36,62.15,33.85,Pulses
26,0,23,27.51,66.12,33.06,Ground Nuts
40,0,4,36.98,65.69,42.05,Oil seeds
8,1,5,24.77,53.31,26.82,Maize
40,3,0,29.73,65.86,46.73,Ground Nuts
14,0,18,28.3,50.98,67.77,Wheat
14,0,38,35.46,67.95,51.35,Paddy
14,3,39,38.51,72.13,44.07,Millets
24,1,15,26.83,56.77,54.59,Pulses
11,10,18,34.03,53.39,46.23,Ground Nuts
26,1,23,34.11,57.79,43.23,Sugarcane
1,13,12,23.16,58.93,47.74,Millets
10,0,8,22.4,57.86,63.99,Pulses
33,2,1,25.11,62.03,42.44,Tobacco
34,0,0,30.54,67.81,51.69,Maize
35,0,0,40,77.33,57.68,Pulses
20,0,18,29.77,67.26,46.16,Ground Nuts
17,0,39,28.57,63.78,31.25,Paddy
36,0,0,40,78.33,45.34,Maize
9,5,30,28.38,52.69,45.92,Ground Nuts
15,16,10,25.14,49.84,20,Maize
11,16,8,32.76,59.14,55.84,Oil seeds
10,4,4,28.16,54.87,44.86,Ground Nuts
38,0,3,32.63,54.58,41.18,Paddy
12,0,36,28.25,53.46,37.81,Oil seeds
9,1,16,27.1,58.81,28.94,Maize
19,0,18,31.7,56.91,48.75,Maize
7,14,16,33.32,59.59,41.45,Wheat
42,0,0,29.16,54.43,24.67,Oil seeds
13,1,9,33.63,64.13,34.63,Cotton
1,14,17,33.46,62.58,24.01,Oil seeds
10,1,37,29.49,61.99,38.54,Barley
5,6,23,37.73,78.44,43.81,Maize
10,0,43,32.28,57.19,36.23,Wheat
10,2,10,32.34,69.02,43.22,Barley
12,10,8,30.69,61.53,44.72,Barley
7,3,13,28.05,59.27,27.07,Tobacco
8,0,41,36.17,61.99,40.86,Pulses
9,5,27,26.77,64.03,57.33,Oil seeds
20,0,17,33.21,59.82,45.42,Cotton
40,0,1,30.82,55.95,70,Wheat
40,0,3,34.65,70.51,57,Ground Nuts
11,9,18,30.43,70.25,53.78,Maize
13,13,13,22.87,45.11,21.74,Sugarcane
6,0,12,22.79,48.84,56.1,Paddy
14,0,37,26.32,63.21,69.24,Maize
13,9,35,31.25,69,50.68,Maize
8,15,20,31.95,57.54,27.63,Millets
8,17,18,27.03,63,44.8,Maize
8,1,42,39.45,77.38,41.31,Ground Nuts
9,7,25,27.13,53.92,67.62,Ground Nuts
9,0,32,31.83,61.48,51.62,Barley
6,0,9,21.37,57.03,60.02,Millets
12,3,29,28.78,45.41,33.28,Millets
13,6,33,33.44,67.72,40.98,Maize
14,0,12,33.14,57.63,47.22,Tobacco
21,0,24,29.37,74.97,35.82,Pulses
21,1,17,28.65,63.42,42.26,Wheat
37,0,4,28.31,57.46,30.33,Millets
11,0,37,37.01,59.22,39.3,Cotton
36,0,0,24.68,49.73,57.68,Ground Nuts
18,0,21,23.48,47.26,34.88,Ground Nuts
38,0,0,34.27,69.31,41.01,Oil seeds
13,17,16,24.87,66.48,38.24,Barley
35,0,0,31.6,46.43,60.07,Tobacco
23,0,13,33.9,64.42,47.41,Millets
40,3,0,29.68,61.79,25.12,Wheat
35,1,0,36.07,67.14,27.42,Oil seeds
44,0,3,30.88,47.99,36.9,Ground Nuts
20,0,21,23.28,50.87,49.11,Paddy
23,4,14,25.46,51.66,35.48,Sugarcane
7,9,27,31.97,56.88,44.52,Ground Nuts
20,0,20,33.65,54.44,47.34,Pulses
42,0,0,29.41,52.2,37.85,Wheat
11,0,40,33.14,53.67,35.54,Wheat
7,12,25,34.04,51.83,35.12,Maize
45,4,2,29.59,69.84,47.02,Ground Nuts
9,17,15,21.86,61.37,27.44,Millets
7,10,23,25.15,53.19,39.29,Pulses
18,0,38,28.5,65.02,37.98,Tobacco
8,0,13,25.95,54.58,31.28,Cotton
9,0,35,28.8,55.76,35.61,Ground Nuts
10,0,13,28.73,63.67,33.14,Paddy
14,3,19,28.11,45.22,66.38,Maize
10,14,25,24.63,51.74,20,Paddy
38,0,1,24.23,60.39,25.34,Barley
8,0,36,35.44,59.69,21.57,Pulses
10,0,33,32.54,55.61,56.88,Oil seeds
24,2,25,29.74,50.15,30.71,Cotton
44,0,0,32.17,47.61,35.09,Tobacco
6,1,14,31.94,53.5,34.06,Wheat
10,0,4,32.9,54.1,49.07,Wheat
21,0,22,30.2,44.61,36.62,Pulses
43,0,0,28.07,71.72,34.22,Tobacco
7,2,36,33.42,53.47,50.87,Oil seeds
8,3,38,38.9,76.36,23.34,Ground Nuts
17,12,14,28.68,59.59,30.67,Oil seeds
23,3,23,30.71,61.75,42.85,Maize
11,1,36,29.26,46.67,40.59,Cotton
7,0,39,33.76,64.28,62.87,Millets
5,0,9,27.86,67.32,40.15,Sugarcane
10,0,6,28.44,56.96,55.12,Paddy
15,4,34,29.24,46.88,44.55,Barley
21,0,13,33.89,67.27,44.73,Sugarcane
15,11,13,29.21,48.17,26.09,Oil seeds
20,0,22,33.05,61.26,28.59,Millets
15,0,44,27.83,50.75,31.94,Paddy
15,4,31,25.88,42.06,48.59,Maize
17,0,36,37.68,64.53,62.03,Millets
36,0,2,35.76,52.2,41.09,Maize
38,1,4,30.46,58.56,39.96,Tobacco
7,4,33,34.07,61.18,26.06,Tobacco
26,0,18,34.33,54.12,42.26,Maize
36,0,0,22.92,51.28,23.58,Millets
11,0,12,35.58,65.91,30.27,Tobacco
42,2,2,31.27,50.14,42.65,Barley
27,2,17,26.24,60.66,48.23,Tobacco
16,0,36,33.36,49.37,28.54,Cotton
10,0,10,27,58.9,67.14,Paddy
41,0,0,34.61,56.25,58.99,Oil seeds
5,11,30,25.43,50.03,57.43,Pulses
21,0,28,28.68,68.2,43.9,Cotton
7,13,19,21.33,53.57,55.5,Millets
33,0,0,37.75,58.35,37.82,Wheat
8,4,13,35.21,73.16,48,Sugarcane
6,11,28,29.75,56.27,31.85,Barley
25,0,14,23.77,54.99,41.64,Maize
21,0,27,34.64,54.07,50.89,Maize
22,1,20,31.77,48.2,49.79,Millets
1,22,19,22.76,49.09,32.91,Pulses
26,0,24,32.98,66.5,41.35,Paddy
12,0,11,26.24,54.1,38.98,Millets
18,4,16,31.48,62.77,52.55,Tobacco
12,13,16,30.87,68.3,42.11,Cotton
8,10,15,33.65,56.18,56.49,Oil seeds
9,15,19,24.49,60.36,22.61,Millets
15,0,34,27.9,57.2,31.87,Pulses
42,4,0,25.3,58.41,32.96,Maize
18,0,19,33.84,59.65,46.92,Pulses
8,11,29,33.61,64,22.98,Oil seeds
13,3,37,32.61,72.07,32.62,Millets
9,0,14,26.98,44.04,66.35,Paddy
43,0,4,26.08,46.32,70,Paddy
15,4,38,23.46,44.89,36.24,Paddy
11,3,17,22.68,55.72,37.57,Tobacco
3,19,21,32.61,54.03,34.38,Wheat
20,4,24,22.73,57.96,38.9,Barley
13,0,37,33.53,69.87,62.59,Tobacco
25,1,20,29.59,61.69,42.35,Pulses
11,8,32,35.43,75.29,47.09,Barley
8,0,33,28.02,58.94,45.14,Pulses
41,0,0,28.71,50.83,38.48,Oil seeds
32,1,2,28.69,57.93,30.03,Sugarcane
11,0,10,31.97,74.57,25.98,Wheat
14,18,13,38.94,72.08,57.52,Maize
24,3,19,27.52,45.64,50.85,Wheat
7,17,12,27.02,50.44,41.89,Tobacco
9,0,41,35.55,67.27,37.82,Pulses
38,2,0,34.18,74.74,50.05,Maize
21,1,20,36.35,71.25,37.03,Millets
9,0,38,29.98,53.76,60.3,Millets
35,2,0,22.47,54.03,32.7,Ground Nuts
17,0,37,29.13,67.3,34.87,Paddy
17,0,11,30.91,69.94,41.75,Maize
18,4,28,28.89,56.51,48.61,Maize
16,0,40,28.99,60.36,45.61,Sugarcane
44,0,0,27.53,56.83,40.73,Pulses
13,3,37,38.55,59.74,67.6,Barley
10,22,19,33.73,65.97,52.77,Pulses
5,5,24,28.95,61,49.42,Paddy
32,2,0,29.44,60.05,37.08,Pulses
37,4,2,37.91,78.37,47.5,Tobacco
38,0,2,22.06,53.64,62.43,Millets
10,17,21,29.9,50.37,36.94,Maize
1,5,27,29.48,65.8,57.41,Cotton
40,0,4,40,69.31,59.57,Wheat
7,2,8,25.82,56.18,61.74,Tobacco
1,17,15,28.24,40.02,40.05,Pulses
31,2,0,32.76,51.56,45.73,Ground Nuts
8,3,28,36.77,64.73,55.77,Tobacco
21,0,18,20.58,55.92,31.05,Ground Nuts
22,1,18,21.55,53.17,35.77,Paddy
35,0,2,31.85,64.85,57.26,Pulses
16,0,36,27.38,50.41,31.84,Paddy
12,10,31,24.4,57.91,27.16,Millets
3,17,13,32.6,54.47,50.6,Sugarcane
10,16,12,30.3,52.93,55.68,Ground Nuts
4,9,33,36.87,57.57,45.09,Wheat
2,21,13,34.86,62.76,36.35,Wheat
44,0,0,35.65,71.86,53.99,Barley
25,0,22,30.31,50.43,35.53,Maize
9,0,6,25.23,48.47,57.13,Wheat
10,0,5,26.81,65.88,59.33,Millets
2,7,27,38.19,61.79,70,Sugarcane
6,9,36,33.87,62.52,61.81,Millets
5,8,33,28.87,57.72,46.25,Sugarcane
13,11,12,37.83,59.3,43.69,Cotton
9,0,42,29.8,59.07,54.15,Oil seeds
12,0,34,32.93,59.84,31.68,Pulses
37,0,0,26.86,48.06,41.76,Maize
17,3,35,35.24,56.8,37.98,Ground Nuts
17,13,16,35.85,63.92,50.71,Barley
12,0,9,29.78,70.86,33.51,Ground Nuts
17,18,10,21.61,58.34,25.13,Maize
8,12,13,27.69,65.61,48.22,Oil seeds
34,1,4,24.76,43.52,35.03,Ground Nuts
8,3,33,30.93,47.92,53.87,Tobacco
16,0,13,29.99,54.05,36.41,Pulses
10,0,17,28.32,51.25,38.83,Oil seeds
4,8,30,32.3,57.5,28.11,Ground Nuts
39,4,3,28.84,56.24,54.54,Maize
17,4,22,34.15,64.07,42.61,Barley
21,0,26,34.1,59.07,37.26,Paddy
42,3,1,29.23,57.13,41.46,Maize
11,5,25,32.1,61.91,33.02,Ground Nuts
39,0,0,29.11,56.7,40.85,Pulses
15,0,11,30.83,43.14,58.64,Wheat
21,0,19,29.28,64.36,38.44,Wheat
8,1,6,25.66,68.77,42.77,Tobacco
40,0,0,29.51,61.2,48.69,Wheat
16,6,11,29.72,51.46,39.97,Oil seeds
35,3,0,33.16,68.18,27.27,Maize
16,0,37,38.57,69.47,35.76,Ground Nuts
9,3,36,30.4,58.65,58.25,Tobacco
14,0,35,34.75,70.91,33.64,Maize
15,15,20,25.52,57.37,36.07,Paddy
14,2,12,27.58,60.64,42.28,Wheat
3,13,31,33.06,73.54,63.25,Sugarcane
35,3,0,30.98,60.43,34.78,Millets
33,0,3,38.1,74.1,66.48,Sugarcane
12,0,5,28.06,60.94,51.32,Cotton
10,0,14,25.92,63.87,37.41,Sugarcane
34,3,0,28.82,48.22,36.64,Tobacco
12,0,34,37.06,75.75,28.48,Oil seeds
25,0,27,32.73,68.98,46.02,Pulses
8,16,18,29.23,61.98,39.5,Sugarcane
24,0,21,31.37,64.37,50.13,Pulses
18,3,24,34,59.81,36.57,Wheat
12,10,11,31.81,58.06,49.03,Wheat
19,0,14,22.25,58.5,48.46,Pulses
10,4,6,31.1,60.2,37.11,Maize
20,0,21,35.42,57.14,39.62,Pulses
31,0,0,26.7,56.64,48.14,Barley
14,2,42,32.35,63.16,38.72,Barley
38,0,0,24.07,56.17,37.66,Pulses
41,1,3,36.03,64.38,52.82,Barley
27,0,25,33.45,73.71,34.17,Ground Nuts
13,17,14,34.69,66.52,43.91,Tobacco
15,1,31,26.83,55.99,70,Ground Nuts
38,1,3,37.23,57.81,35.92,Sugarcane
14,2,42,37.91,67.79,65.15,Ground Nuts
13,0,33,32.7,52.68,51.6,Oil seeds
39,0,0,30.57,51.83,41.43,Pulses
20,0,18,27.81,50.2,35.57,Oil seeds
13,7,13,28.53,48.81,31.53,Tobacco
45,1,0,32.33,66.18,32.51,Tobacco
10,5,25,34.3,69.48,20,Millets
10,0,43,26.61,57.1,26.11,Tobacco
38,0,3,30.74,57.16,66.9,Sugarcane
15,0,34,24.54,66.05,39.14,Paddy
15,4,42,34.76,60.13,44.36,Millets
13,11,28,25.47,55.49,58.13,Sugarcane
12,4,12,27.35,62.5,42.01,Ground Nuts
38,3,0,28.11,55.71,25.36,Maize
21,0,26,33.96,48.63,35.77,Ground Nuts
14,0,40,36.51,58.06,51.75,Pulses
4,0,16,33,54.95,39.38,Millets
44,2,0,24.16,49.21,39.12,Tobacco
15,0,13,32.06,61.93,57.19,Millets
38,1,2,31.63,59.15,26.89,Paddy
3,6,33,35.34,74.07,53.44,Ground Nuts
38,0,0,29.35,50.79,33.69,Cotton
19,0,16,33.25,55.48,47.7,Millets
14,0,36,30.75,58.05,65.23,Cotton
2,19,21,30.72,66.14,20,Millets
9,0,42,22.18,48.97,24.49,Maize
9,12,29,33.14,62.56,26.19,Oil seeds
34,2,0,21.2,48.29,57.03,Barley
10,12,11,28.41,58.76,58.06,Oil seeds
8,0,11,22.68,56.76,68.02,Cotton
42,2,4,37.59,56.26,44.68,Tobacco
5,19,24,30.81,47.67,38.48,Sugarcane
23,1,25,31.48,59.28,37.95,Pulses
41,1,2,29.47,59.62,31.33,Sugarcane
33,2,0,28.52,63.14,37.44,Paddy
34,0,0,37.46,62.66,42.24,Millets
38,0,0,24.64,58.38,63.27,Maize
15,0,40,40,77.27,38.47,Millets
17,0,17,22.31,49.61,31.26,Wheat
41,0,0,29.54,59.13,40.66,Sugarcane
6,10,13,35.59,59.08,70,Barley
6,14,17,33.9,62.16,47.51,Pulses
10,19,13,34.54,58.84,53.98,Tobacco
7,3,39,33.48,58.65,32.9,Sugarcane
19,0,42,34.99,75.44,53.77,Oil seeds
14,4,40,40,66.7,69.57,Ground Nuts
17,4,44,26.37,52.2,36.71,Cotton
15,0,8,30.89,58.66,49.31,Ground Nuts
8,0,35,28.31,43.74,42.46,Ground Nuts
7,4,27,24.14,51.65,39.68,Sugarcane
35,1,2,24.67,47.76,26.37,Millets
16,2,21,23.6,55.67,40.76,Pulses
13,0,36,27.74,65.66,67.85,Millets
15,16,7,27.83,41.06,29.89,Sugarcane
13,15,11,28.66,64.42,38.34,Oil seeds
21,0,19,27.57,47.43,38.87,Sugarcane
14,0,10,32.25,51.79,35.69,Millets
22,0,15,33.02,48.8,52.02,Ground Nuts
19,0,13,30.68,54.7,40.85,Maize
16,1,40,30.56,60.51,28.79,Wheat
7,12,27,25.84,60.68,34.82,Cotton
43,0,0,34.57,55.7,53.44,Oil seeds
24,0,22,26.71,55.16,44.94,Cotton
11,0,13,22.88,46.03,22.86,Oil seeds
12,7,36,33.69,55.35,60.53,Oil seeds
35,0,0,29.22,49.26,33.55,Wheat
5,7,27,32.64,67.85,32.04,Maize
6,22,13,25.17,47,37.3,Tobacco
16,0,7,30.7,57.61,50.29,Oil seeds
18,1,40,29.75,58.55,65.87,Barley
11,14,10,27.58,64.9,58.56,Ground Nuts
35,0,4,30.12,64.91,33.26,Millets
1,21,19,28.43,63.69,37.41,Millets
31,0,0,26.62,61.65,36.08,Paddy
10,2,41,33.94,57.36,51.49,Millets
12,3,37,33.34,65.67,58.35,Millets
6,0,16,31.03,54.07,57.8,Cotton
2,6,25,32.8,73.72,52.98,Pulses
13,0,36,33.37,65.55,45.17,Paddy
13,0,5,26.13,55.73,53.35,Oil seeds
10,14,24,29.21,57.9,34.9,Barley
